path_rel,loc,n_grid_like,n_form_controls,n_file_uploads,n_reports,n_devexpress,n_sql_calls_hint
WebGestor/ControlPersonal/Person_Control_EntSal.aspx.vb,522,1,0,0,0,0,9
WebGestor/ControlPersonal/Person_Control_EntSal_Geo.aspx,448,0,0,3,0,0,0
WebGestor/ControlPersonal/Person_Control_EntSal_Geo.aspx.vb,6,0,0,0,0,0,0
WebGestor/ControlPersonal/Person_Control_EntSal_Ingreso_Directo.aspx,224,2,8,0,0,0,0
WebGestor/ControlPersonal/Person_Control_EntSal_Ingreso_Directo.aspx.vb,423,1,14,0,0,0,12
WebGestor/ControlPersonal/Person_Control_Integran_Asistencia.aspx,146,2,0,0,0,0,0
WebGestor/ControlPersonal/Person_Control_Integran_Asistencia.aspx.vb,90,0,0,0,0,0,2
WebGestor/ControlPersonal/Person_Record_Asistencia.aspx,192,9,4,0,0,0,0
WebGestor/ControlPersonal/Person_Record_Asistencia.aspx.vb,616,1,0,0,0,0,16
WebGestor/ControlVisitas/ControlVisitas_Puntos.aspx,225,12,36,0,0,0,0
WebGestor/ControlVisitas/ControlVisitas_Puntos.aspx.vb,770,5,9,0,0,0,36
WebGestor/ControlVisitas/ControlVisitas_Registro.aspx,655,8,70,0,0,0,0
WebGestor/ControlVisitas/ControlVisitas_Registro.aspx.vb,1033,2,0,0,0,0,64
WebGestor/ControlVisitas/PagPrincipal_ControlVisitas.master,95,0,0,0,0,0,0
WebGestor/ControlVisitas/PagPrincipal_ControlVisitas.master.vb,20,0,0,0,0,0,0
WebGestor/Default.aspx,29,0,10,0,0,2,0
WebGestor/Default.aspx.vb,159,0,0,0,0,0,3
WebGestor/Default2.aspx,108,2,0,0,0,0,0
WebGestor/Default2.aspx.vb,42,1,0,0,0,0,0
WebGestor/Default3.aspx,39,0,0,0,0,0,0
WebGestor/Default3.aspx.vb,6,0,0,0,0,0,0
WebGestor/Default4.aspx,254,2,0,0,0,0,0
WebGestor/Default4.aspx.vb,39,1,0,0,0,0,0
WebGestor/Documentacion/Documentacion_Mantenimiento.aspx,201,3,21,11,0,0,0
WebGestor/Documentacion/Documentacion_Mantenimiento.aspx.designer.vb,268,2,5,0,0,0,0
WebGestor/Documentacion/Documentacion_Mantenimiento.aspx.vb,299,1,0,5,0,0,2
WebGestor/Documentacion/PagPrincipal_Documentacion.master,102,0,2,0,0,0,0
WebGestor/Documentacion/PagPrincipal_Documentacion.master.vb,21,0,0,0,0,0,0
WebGestor/EjemploAvisos.aspx,134,0,0,0,0,0,0
WebGestor/EjemploAvisos.aspx.vb,6,0,0,0,0,0,0
WebGestor/Encuesta/Encuesta_Anonimos_Des.aspx,239,6,4,0,3,0,0
WebGestor/Encuesta/Encuesta_Anonimos_Des.aspx.vb,571,3,8,0,67,0,42
WebGestor/Encuesta/Encuesta_Des.aspx,380,10,26,0,5,0,0
WebGestor/Encuesta/Encuesta_Des.aspx.vb,901,6,28,0,122,0,46
WebGestor/Encuesta/Encuestas.aspx,112,2,0,0,1,0,0
WebGestor/Encuesta/Encuestas.aspx.vb,251,4,0,0,2,0,7
WebGestor/Encuesta/Encuestas_Anonimos.aspx,104,2,0,0,1,0,0
WebGestor/Encuesta/Encuestas_Anonimos.aspx.vb,173,4,0,0,2,0,5
WebGestor/Encuesta/Encuestas_Realizadas.aspx,209,6,0,0,0,0,0
WebGestor/Encuesta/Encuestas_Realizadas.aspx.vb,368,7,0,0,0,0,18
WebGestor/Encuesta/PagPrincipal_Encuenta.master,93,0,0,0,0,0,0
WebGestor/Encuesta/PagPrincipal_Encuenta.master.vb,20,0,0,0,0,0,0
WebGestor/Encuesta/VerResultEnc.aspx,76,2,0,0,0,0,0
WebGestor/Encuesta/VerResultEnc.aspx.vb,195,0,0,0,0,0,15
WebGestor/Encuesta/VerResultEncAno.aspx,76,2,0,0,0,0,0
WebGestor/Encuesta/VerResultEncAno.aspx.vb,195,0,0,0,0,0,18
WebGestor/EvaluacionProcesos/CapturarImagen.aspx,136,0,0,0,0,0,0
WebGestor/EvaluacionProcesos/CapturarImagen.aspx.vb,30,0,0,0,0,0,2
WebGestor/EvaluacionProcesos/EvalProcesos.aspx,409,12,52,2,16,0,0
WebGestor/EvaluacionProcesos/EvalProcesos.aspx.vb,1540,4,73,0,71,0,45
WebGestor/EvaluacionProcesos/EvalProcesos_Analisis.aspx,152,2,54,0,0,0,0
WebGestor/EvaluacionProcesos/EvalProcesos_Analisis.aspx.vb,115,0,5,0,0,0,0
WebGestor/EvaluacionProcesos/EvalProcesos_AnalisisL.aspx,472,8,47,0,0,0,0
WebGestor/EvaluacionProcesos/EvalProcesos_AnalisisL.aspx.vb,580,1,2,0,0,0,0
WebGestor/EvaluacionProcesos/EvalProcesos_Dashboard.aspx,51,0,0,0,0,10,0
WebGestor/EvaluacionProcesos/EvalProcesos_Dashboard.aspx.vb,43,0,0,0,0,4,0
WebGestor/EvaluacionProcesos/EvalProcesos_Define_Oficinas.aspx,233,4,28,0,0,0,0
WebGestor/EvaluacionProcesos/EvalProcesos_Define_Oficinas.aspx.vb,280,5,1,0,0,0,4
WebGestor/EvaluacionProcesos/EvalProcesos_Distancia_Entre2Direcciones.aspx,131,2,16,0,0,0,0
WebGestor/EvaluacionProcesos/EvalProcesos_Distancia_Entre2Direcciones.aspx.vb,135,0,1,0,0,0,0
WebGestor/EvaluacionProcesos/EvalProcesos_Generar.aspx,184,2,21,0,0,0,0
WebGestor/EvaluacionProcesos/EvalProcesos_Generar.aspx.vb,204,1,0,0,0,0,0
WebGestor/EvaluacionProcesos/EvalProcesos_Grafica.aspx,206,4,21,0,0,0,0
WebGestor/EvaluacionProcesos/EvalProcesos_Grafica.aspx.vb,603,2,2,0,3,0,0
WebGestor/EvaluacionProcesos/EvalProcesos_LisaRptaJalados.aspx,159,2,24,0,2,0,0
WebGestor/EvaluacionProcesos/EvalProcesos_LisaRptaJalados.aspx.vb,376,0,2,0,24,0,5
WebGestor/EvaluacionProcesos/EvalProcesos_PagMaster.master,37,0,0,0,0,0,0
WebGestor/EvaluacionProcesos/EvalProcesos_PagMaster.master.vb,6,0,0,0,0,0,0
WebGestor/EvaluacionProcesos/EvalProcesos_Prevencion_Ingreso.aspx,297,4,42,0,0,0,0
WebGestor/EvaluacionProcesos/EvalProcesos_Prevencion_Ingreso.aspx.vb,352,1,0,0,0,0,0
WebGestor/EvaluacionProcesos/EvalProcesos_Reclamo.aspx,201,0,41,0,2,17,0
WebGestor/EvaluacionProcesos/EvalProcesos_Reclamo.aspx.vb,131,0,0,0,8,1,4
WebGestor/EvaluacionProcesos/EvalProcesos_ReclamoLista.aspx,196,2,0,0,0,0,0
WebGestor/EvaluacionProcesos/EvalProcesos_ReclamoLista.aspx.vb,59,1,0,0,0,0,0
WebGestor/EvaluacionProcesos/EvalProcesos_Relacionar.aspx,210,8,8,0,0,0,0
WebGestor/EvaluacionProcesos/EvalProcesos_Relacionar.aspx.vb,228,0,5,0,0,0,0
