path,symbol,tb_layer,reason
WebGestor/Inventario/ArchivoTemp/CATALOGO IMAGENES FALTANTES/LENTE-04.jpeg,name-match,TB06,match por 'catalogo' en nombre
WebGestor/Inventario/ArchivoTemp/CATALOGO IMAGENES FALTANTES/LLAVE-07.jpeg,name-match,TB04,match por 'imagen' en nombre
WebGestor/Inventario/ArchivoTemp/CATALOGO IMAGENES FALTANTES/LLAVE-07.jpeg,name-match,TB06,match por 'catalogo' en nombre
WebGestor/Inventario/ArchivoTemp/CATALOGO IMAGENES FALTANTES/MALETA-02.jpeg,name-match,TB04,match por 'imagen' en nombre
WebGestor/Inventario/ArchivoTemp/CATALOGO IMAGENES FALTANTES/MALETA-02.jpeg,name-match,TB06,match por 'catalogo' en nombre
WebGestor/Inventario/ArchivoTemp/CATALOGO IMAGENES FALTANTES/MATRIZ-01.jpeg,name-match,TB04,match por 'imagen' en nombre
WebGestor/Inventario/ArchivoTemp/CATALOGO IMAGENES FALTANTES/MATRIZ-01.jpeg,name-match,TB06,match por 'catalogo' en nombre
WebGestor/Inventario/ArchivoTemp/CATALOGO IMAGENES FALTANTES/MICA-04.jpeg,name-match,TB04,match por 'imagen' en nombre
WebGestor/Inventario/ArchivoTemp/CATALOGO IMAGENES FALTANTES/MICA-04.jpeg,name-match,TB06,match por 'catalogo' en nombre
WebGestor/Inventario/ArchivoTemp/CATALOGO IMAGENES FALTANTES/MOCHILA-08.jpeg,name-match,TB04,match por 'imagen' en nombre
WebGestor/Inventario/ArchivoTemp/CATALOGO IMAGENES FALTANTES/MOCHILA-08.jpeg,name-match,TB06,match por 'catalogo' en nombre
WebGestor/Inventario/ArchivoTemp/CATALOGO IMAGENES FALTANTES/MODULO-45.jpeg,name-match,TB04,match por 'imagen' en nombre
WebGestor/Inventario/ArchivoTemp/CATALOGO IMAGENES FALTANTES/MODULO-45.jpeg,name-match,TB06,match por 'catalogo' en nombre
WebGestor/Inventario/ArchivoTemp/CATALOGO IMAGENES FALTANTES/MOUSE-20.jpeg,name-match,TB04,match por 'imagen' en nombre
WebGestor/Inventario/ArchivoTemp/CATALOGO IMAGENES FALTANTES/MOUSE-20.jpeg,name-match,TB06,match por 'catalogo' en nombre
WebGestor/Inventario/ArchivoTemp/CATALOGO IMAGENES FALTANTES/NTENA-04.jpeg,name-match,TB04,match por 'imagen' en nombre
WebGestor/Inventario/ArchivoTemp/CATALOGO IMAGENES FALTANTES/NTENA-04.jpeg,name-match,TB06,match por 'catalogo' en nombre
WebGestor/Inventario/ArchivoTemp/CATALOGO IMAGENES FALTANTES/PARLANTE-06.jpeg,name-match,TB04,match por 'imagen' en nombre
WebGestor/Inventario/ArchivoTemp/CATALOGO IMAGENES FALTANTES/PARLANTE-06.jpeg,name-match,TB06,match por 'catalogo' en nombre
WebGestor/Inventario/ArchivoTemp/CATALOGO IMAGENES FALTANTES/PORTA-04.jpeg,name-match,TB04,match por 'imagen' en nombre
WebGestor/Inventario/ArchivoTemp/CATALOGO IMAGENES FALTANTES/PORTA-04.jpeg,name-match,TB06,match por 'catalogo' en nombre
WebGestor/Inventario/ArchivoTemp/CATALOGO IMAGENES FALTANTES/PREMIO-14.jpeg,name-match,TB04,match por 'imagen' en nombre
WebGestor/Inventario/ArchivoTemp/CATALOGO IMAGENES FALTANTES/PREMIO-14.jpeg,name-match,TB06,match por 'catalogo' en nombre
WebGestor/Inventario/ArchivoTemp/CATALOGO IMAGENES FALTANTES/PREMIO-23.jpeg,name-match,TB04,match por 'imagen' en nombre
WebGestor/Inventario/ArchivoTemp/CATALOGO IMAGENES FALTANTES/PREMIO-23.jpeg,name-match,TB06,match por 'catalogo' en nombre
WebGestor/Inventario/ArchivoTemp/CATALOGO IMAGENES FALTANTES/RACK-01.JPG,name-match,TB04,match por 'imagen' en nombre
WebGestor/Inventario/ArchivoTemp/CATALOGO IMAGENES FALTANTES/RACK-01.JPG,name-match,TB06,match por 'catalogo' en nombre
WebGestor/Inventario/ArchivoTemp/CATALOGO IMAGENES FALTANTES/RACK-46.jpeg,name-match,TB04,match por 'imagen' en nombre
WebGestor/Inventario/ArchivoTemp/CATALOGO IMAGENES FALTANTES/RACK-46.jpeg,name-match,TB06,match por 'catalogo' en nombre
WebGestor/Inventario/ArchivoTemp/CATALOGO IMAGENES FALTANTES/RW-03.JPG,name-match,TB04,match por 'imagen' en nombre
WebGestor/Inventario/ArchivoTemp/CATALOGO IMAGENES FALTANTES/RW-03.JPG,name-match,TB06,match por 'catalogo' en nombre
WebGestor/Inventario/ArchivoTemp/CATALOGO IMAGENES FALTANTES/SKU FALTA IMAGENES ACTUALIZADO (Cintia).xlsx,name-match,TB04,match por 'imagen' en nombre
WebGestor/Inventario/ArchivoTemp/CATALOGO IMAGENES FALTANTES/SKU FALTA IMAGENES ACTUALIZADO (Cintia).xlsx,name-match,TB06,match por 'catalogo' en nombre
WebGestor/Inventario/ArchivoTemp/CATALOGO IMAGENES FALTANTES/TABLERO-20.jpeg,name-match,TB04,match por 'imagen' en nombre
WebGestor/Inventario/ArchivoTemp/CATALOGO IMAGENES FALTANTES/TABLERO-20.jpeg,name-match,TB06,match por 'catalogo' en nombre
WebGestor/Inventario/ArchivoTemp/CATALOGO IMAGENES FALTANTES/TOPE-01.jpeg,name-match,TB04,match por 'imagen' en nombre
WebGestor/Inventario/ArchivoTemp/CATALOGO IMAGENES FALTANTES/TOPE-01.jpeg,name-match,TB06,match por 'catalogo' en nombre
WebGestor/Inventario/ArchivoTemp/CATALOGO IMAGENES FALTANTES/WhatsApp Image 2024-09-30 at 15.22.48.jpeg,name-match,TB04,match por 'imagen' en nombre
WebGestor/Inventario/ArchivoTemp/CATALOGO IMAGENES FALTANTES/WhatsApp Image 2024-09-30 at 15.22.48.jpeg,name-match,TB06,match por 'catalogo' en nombre
WebGestor/Inventario/Capturar_Almacenar_Foto.aspx,name-match,TB04,match por 'foto' en nombre
WebGestor/Inventario/Capturar_Almacenar_Foto.aspx.vb,name-match,TB04,match por 'foto' en nombre
WebGestor/Inventario/Catalogo_Articulo.aspx,name-match,TB06,match por 'catalogo' en nombre
WebGestor/Inventario/Catalogo_Articulo.aspx.designer.vb,FileUpload,TB04,usa FileUpload
WebGestor/Inventario/Catalogo_Articulo.aspx.designer.vb,name-match,TB06,match por 'catalogo' en nombre
WebGestor/Inventario/Catalogo_Articulo.aspx.vb,FileUpload,TB04,usa FileUpload
WebGestor/Inventario/Catalogo_Articulo.aspx.vb,name-match,TB06,match por 'catalogo' en nombre
WebGestor/Inventario/Catalogo_PlacaIni_Prop.aspx,name-match,TB06,match por 'catalogo' en nombre
WebGestor/Inventario/Catalogo_PlacaIni_Prop.aspx.designer.vb,name-match,TB06,match por 'catalogo' en nombre
WebGestor/Inventario/Catalogo_PlacaIni_Prop.aspx.vb,name-match,TB06,match por 'catalogo' en nombre
WebGestor/Inventario/Foto_.ashx,name-match,TB04,match por 'foto' en nombre
WebGestor/Inventario/ImagenGasto.ashx,name-match,TB04,match por 'imagen' en nombre
WebGestor/Inventario/ImagenHandler.ashx,name-match,TB04,match por 'imagen' en nombre
WebGestor/Inventario/Imagenes/FranlaLeft.jpg,name-match,TB04,match por 'imagen' en nombre
WebGestor/Inventario/Imagenes/LOGO WEB HACDATA.jpg,name-match,TB04,match por 'imagen' en nombre
WebGestor/Inventario/Imagenes/LOGO WEB HACDATA.jpg,name-match,TB06,match por 'data' en nombre
WebGestor/Inventario/Imagenes/imgInforme.jpg,name-match,TB04,match por 'imagen' en nombre
WebGestor/Inventario/Inv_Definiciones_Tablas.aspx,name-match,TB06,match por 'tabla' en nombre
WebGestor/Inventario/Inv_Definiciones_Tablas.aspx.designer.vb,name-match,TB06,match por 'tabla' en nombre
WebGestor/Inventario/Inv_Definiciones_Tablas.aspx.vb,name-match,TB06,match por 'tabla' en nombre
WebGestor/Inventario/Inventario.aspx.vb,Export,TB06,usa 'Export'
WebGestor/Inventario/Inventario.aspx.vb,FileUpload,TB04,usa FileUpload
WebGestor/Inventario/Inventario.aspx.vb,SaveAs,TB04,usa SaveAs
WebGestor/Inventario/Inventario_Almacen_Salida.aspx.vb,DataSet,TB06,usa 'DataSet'
WebGestor/Inventario/Inventario_Articulo_Foto.aspx,name-match,TB04,match por 'foto' en nombre
WebGestor/Inventario/Inventario_Articulo_Foto.aspx.vb,FileUpload,TB04,usa FileUpload
WebGestor/Inventario/Inventario_Articulo_Foto.aspx.vb,SaveAs,TB04,usa SaveAs
WebGestor/Inventario/Inventario_Articulo_Foto.aspx.vb,name-match,TB04,match por 'foto' en nombre
WebGestor/Inventario/Inventario_Articulo_Imagen.aspx,name-match,TB04,match por 'imagen' en nombre
WebGestor/Inventario/Inventario_Articulo_Imagen.aspx.vb,Export,TB06,usa 'Export'
WebGestor/Inventario/Inventario_Articulo_Imagen.aspx.vb,SaveAs,TB04,usa SaveAs
WebGestor/Inventario/Inventario_Articulo_Imagen.aspx.vb,name-match,TB04,match por 'imagen' en nombre
WebGestor/Inventario/Inventario_CCosto_Salida.aspx.vb,DataSet,TB06,usa 'DataSet'
WebGestor/Inventario/Inventario_CCosto_Salida_Generar.aspx.vb,DataSet,TB06,usa 'DataSet'
WebGestor/Inventario/Inventario_CargaFoto_xBiene.aspx,name-match,TB04,match por 'foto' en nombre
WebGestor/Inventario/Inventario_CargaFoto_xBiene.aspx.vb,FileUpload,TB04,usa FileUpload
WebGestor/Inventario/Inventario_CargaFoto_xBiene.aspx.vb,SaveAs,TB04,usa SaveAs
WebGestor/Inventario/Inventario_CargaFoto_xBiene.aspx.vb,name-match,TB04,match por 'foto' en nombre
WebGestor/Inventario/Inventario_Carga_Atms.aspx.vb,SaveAs,TB04,usa SaveAs
WebGestor/Inventario/Inventario_Carga_DatosIniciales.aspx.vb,SaveAs,TB04,usa SaveAs
WebGestor/Inventario/Inventario_Carga_Individual.aspx.vb,Export,TB06,usa 'Export'
WebGestor/Inventario/Inventario_Carga_MovGps.aspx.vb,Export,TB06,usa 'Export'
WebGestor/Inventario/Inventario_Carga_MovGps.aspx.vb,SaveAs,TB04,usa SaveAs
WebGestor/Inventario/Inventario_Cargar_Valor_Libro.aspx.vb,Export,TB06,usa 'Export'
WebGestor/Inventario/Inventario_CatalogoArticulo.aspx,name-match,TB06,match por 'catalogo' en nombre
WebGestor/Inventario/Inventario_CatalogoArticulo.aspx.vb,name-match,TB06,match por 'catalogo' en nombre
WebGestor/Inventario/Inventario_Conciliacion_Masiva.aspx.vb,Export,TB06,usa 'Export'
WebGestor/Inventario/Inventario_Definiciones_Tablas.aspx,name-match,TB06,match por 'tabla' en nombre
WebGestor/Inventario/Inventario_Definiciones_Tablas.aspx.vb,name-match,TB06,match por 'tabla' en nombre
WebGestor/Inventario/Inventario_EquiposConciliados.aspx.vb,CambiarEstado,TB01,usa 'CambiarEstado'
WebGestor/Inventario/Inventario_EquiposConciliados.aspx.vb,CambiarEstado,TB02,usa 'CambiarEstado'
WebGestor/Inventario/Inventario_EquiposConciliados.aspx.vb,Export,TB06,usa 'Export'
WebGestor/Inventario/Inventario_EquiposxAlmacen.aspx.vb,Export,TB06,usa 'Export'
WebGestor/Inventario/Inventario_Estadistica.aspx.vb,Export,TB06,usa 'Export'
WebGestor/Inventario/Inventario_ExportarExcel.aspx.vb,Export,TB06,usa 'Export'
WebGestor/Inventario/Inventario_Flujo_Atencion_Diaria.aspx.vb,Export,TB06,usa 'Export'
WebGestor/Inventario/Inventario_GPS.aspx.vb,Export,TB06,usa 'Export'
WebGestor/Inventario/Inventario_GPS.aspx.vb,SaveAs,TB04,usa SaveAs
WebGestor/Inventario/Inventario_Galeria_Fotos_xBien.aspx,name-match,TB04,match por 'foto' en nombre
WebGestor/Inventario/Inventario_Galeria_Fotos_xBien.aspx.vb,name-match,TB04,match por 'foto' en nombre
WebGestor/Inventario/Inventario_Garantia_Equipos.aspx.vb,Export,TB06,usa 'Export'
WebGestor/Inventario/Inventario_Gastos.aspx.vb,FileUpload,TB04,usa FileUpload
WebGestor/Inventario/Inventario_Gastos.aspx.vb,SaveAs,TB04,usa SaveAs
WebGestor/Inventario/Inventario_GenerarLista.aspx.vb,Export,TB06,usa 'Export'
WebGestor/Inventario/Inventario_GuiaRemision_Masiva.aspx.vb,FileUpload,TB04,usa FileUpload
WebGestor/Inventario/Inventario_GuiaRemision_Masiva.aspx.vb,SaveAs,TB04,usa SaveAs
WebGestor/Inventario/Inventario_Ingreso_Bienes_Desuso.aspx.vb,FileUpload,TB04,usa FileUpload
WebGestor/Inventario/Inventario_Ingreso_Bienes_Desuso.aspx.vb,SaveAs,TB04,usa SaveAs
WebGestor/Inventario/Inventario_Ingreso_Equipos.aspx.vb,CambiarEstado,TB01,usa 'CambiarEstado'
WebGestor/Inventario/Inventario_Ingreso_Equipos.aspx.vb,CambiarEstado,TB02,usa 'CambiarEstado'
WebGestor/Inventario/Inventario_Ingreso_Series.aspx.vb,Export,TB06,usa 'Export'
WebGestor/Inventario/Inventario_Ingreso_Series.aspx.vb,FileUpload,TB04,usa FileUpload
WebGestor/Inventario/Inventario_Ingreso_Series.aspx.vb,SaveAs,TB04,usa SaveAs
WebGestor/Inventario/Inventario_Interface_GPS.aspx.vb,Export,TB06,usa 'Export'
WebGestor/Inventario/Inventario_Interface_GPS.aspx.vb,SaveAs,TB04,usa SaveAs
WebGestor/Inventario/Inventario_Kardex.aspx.vb,Export,TB06,usa 'Export'
WebGestor/Inventario/Inventario_ListaTablaMovimientos_ParaGps.aspx,name-match,TB06,match por 'tabla' en nombre
WebGestor/Inventario/Inventario_ListaTablaMovimientos_ParaGps.aspx.vb,name-match,TB06,match por 'tabla' en nombre
WebGestor/Inventario/Inventario_Lista_BienesInventariado.aspx.vb,Export,TB06,usa 'Export'
WebGestor/Inventario/Inventario_Lista_EquiposATratar.aspx.vb,Export,TB06,usa 'Export'
WebGestor/Inventario/Inventario_Lista_Oficina_SinUbicaciones.aspx.vb,Export,TB06,usa 'Export'
WebGestor/Inventario/Inventario_Monitoreo.aspx.vb,Export,TB06,usa 'Export'
WebGestor/Inventario/Inventario_Movimiento_Equipos.aspx.vb,Export,TB06,usa 'Export'
WebGestor/Inventario/Inventario_Pedido_Listado.aspx.vb,FileUpload,TB04,usa FileUpload
WebGestor/Inventario/Inventario_Pedido_Listado.aspx.vb,SaveAs,TB04,usa SaveAs
WebGestor/Inventario/Inventario_Recepcion_IngSeries.aspx.vb,Export,TB06,usa 'Export'
WebGestor/Inventario/Inventario_Recepcion_IngSeries.aspx.vb,FileUpload,TB04,usa FileUpload
WebGestor/Inventario/Inventario_Recepcion_IngSeries.aspx.vb,SaveAs,TB04,usa SaveAs
WebGestor/Inventario/Inventario_Recepcion_Listado.aspx.vb,CambiarEstado,TB01,usa 'CambiarEstado'
WebGestor/Inventario/Inventario_Recepcion_Listado.aspx.vb,CambiarEstado,TB02,usa 'CambiarEstado'
WebGestor/Inventario/Inventario_Recepcion_Listado.aspx.vb,FileUpload,TB04,usa FileUpload
WebGestor/Inventario/Inventario_Recepcion_Listado.aspx.vb,SaveAs,TB04,usa SaveAs
WebGestor/Inventario/Inventario_Recepcion_Registrar.aspx.vb,Export,TB06,usa 'Export'
WebGestor/Inventario/Inventario_Recepcion_Registrar.aspx.vb,FileUpload,TB04,usa FileUpload
WebGestor/Inventario/Inventario_Recepcion_Registrar.aspx.vb,SaveAs,TB04,usa SaveAs
WebGestor/Inventario/Inventario_Relacion_BienesInv.aspx.vb,Export,TB06,usa 'Export'
WebGestor/Inventario/Inventario_Relacion_GuiaInterna.aspx.vb,FileUpload,TB04,usa FileUpload
WebGestor/Inventario/Inventario_Relacion_GuiaRemision.aspx.vb,FileUpload,TB04,usa FileUpload
WebGestor/Inventario/Inventario_Relacion_GuiaRemision.aspx.vb,SaveAs,TB04,usa SaveAs
WebGestor/Inventario/Inventario_Relacion_Movimientos.aspx.vb,Export,TB06,usa 'Export'
WebGestor/Inventario/Inventario_Resumen.aspx.vb,Export,TB06,usa 'Export'
WebGestor/Inventario/Inventario_Resumen_Estadistica.aspx.vb,Export,TB06,usa 'Export'
WebGestor/Inventario/Inventario_Resumen_Oficinas.aspx.vb,Export,TB06,usa 'Export'
WebGestor/Inventario/Inventario_SalidasEnv_xRecibir.aspx.vb,FileUpload,TB04,usa FileUpload
WebGestor/Inventario/Inventario_Stock_Articulos.aspx.vb,Export,TB06,usa 'Export'
WebGestor/Inventario/Inventario_Verificacion_Nueva.aspx.vb,FileUpload,TB04,usa FileUpload
WebGestor/Inventario/Inventario_Verificacion_Nueva.aspx.vb,SaveAs,TB04,usa SaveAs
WebGestor/Inventario/Inventario_Verificar.aspx.vb,FileUpload,TB04,usa FileUpload
WebGestor/Inventario/Inventario_Verificar.aspx.vb,SaveAs,TB04,usa SaveAs
WebGestor/Inventario/Inventario_Verificar_SinImagen.aspx,name-match,TB04,match por 'imagen' en nombre
WebGestor/Inventario/Inventario_Verificar_SinImagen.aspx.vb,name-match,TB04,match por 'imagen' en nombre
WebGestor/Inventario/Invnetario_Relacion_EquiposConciliados.aspx.vb,Export,TB06,usa 'Export'
WebGestor/Inventario/SerieImagen.ashx,name-match,TB04,match por 'imagen' en nombre
WebGestor/Inventario/TomarFoto.aspx,name-match,TB04,match por 'foto' en nombre
WebGestor/Inventario/TomarFoto.aspx.vb,name-match,TB04,match por 'foto' en nombre
WebGestor/Inventario/fotoUpload.ashx,name-match,TB04,match por 'foto' en nombre
WebGestor/Js/dataTables.bootstrap.min.js,name-match,TB06,match por 'data' en nombre
WebGestor/Js/jquery.dataTables.min.js,name-match,TB06,match por 'data' en nombre
WebGestor/Menu/IngresarElemento.aspx.vb,SaveAs,TB04,usa SaveAs
WebGestor/MenuWeb/Imagenes_1TE/cuarto1.jpg,name-match,TB04,match por 'imagen' en nombre
WebGestor/MenuWeb/Imagenes_3TG/m10.JPG,name-match,TB04,match por 'imagen' en nombre
WebGestor/MenuWeb/Imagenes_3TG/m11.jpg,name-match,TB04,match por 'imagen' en nombre
WebGestor/MenuWeb/Imagenes_3TG/m12.jpg,name-match,TB04,match por 'imagen' en nombre
WebGestor/MenuWeb/Imagenes_3TG/m14.jpg,name-match,TB04,match por 'imagen' en nombre
WebGestor/MenuWeb/Imagenes_3TG/m15.jpg,name-match,TB04,match por 'imagen' en nombre
WebGestor/MenuWeb/Imagenes_3TG/m20.jpg,name-match,TB04,match por 'imagen' en nombre
WebGestor/MenuWeb/Imagenes_3TG/m21.jpg,name-match,TB04,match por 'imagen' en nombre
WebGestor/MenuWeb/Imagenes_3TG/m22.jpg,name-match,TB04,match por 'imagen' en nombre
WebGestor/MenuWeb/Imagenes_3TG/m27.jpg,name-match,TB04,match por 'imagen' en nombre
WebGestor/MenuWeb/Imagenes_3TG/m28.jpg,name-match,TB04,match por 'imagen' en nombre
WebGestor/MenuWeb/Imagenes_3TG/m29.jpg,name-match,TB04,match por 'imagen' en nombre
WebGestor/MenuWeb/Imagenes_3TG/m34.jpg,name-match,TB04,match por 'imagen' en nombre
WebGestor/MenuWeb/Imagenes_3TG/m36.jpg,name-match,TB04,match por 'imagen' en nombre
WebGestor/MenuWeb/Imagenes_3TG/m37.jpg,name-match,TB04,match por 'imagen' en nombre
WebGestor/MenuWeb/Imagenes_3TG/m39.jpg,name-match,TB04,match por 'imagen' en nombre
WebGestor/MenuWeb/Imagenes_3TG/m4.JPG,name-match,TB04,match por 'imagen' en nombre
WebGestor/MenuWeb/Imagenes_3TG/m41.jpg,name-match,TB04,match por 'imagen' en nombre
WebGestor/MenuWeb/Imagenes_3TG/m42.jpg,name-match,TB04,match por 'imagen' en nombre
WebGestor/MenuWeb/Imagenes_3TG/m43.jpg,name-match,TB04,match por 'imagen' en nombre
WebGestor/MenuWeb/Imagenes_3TG/m44.jpg,name-match,TB04,match por 'imagen' en nombre
WebGestor/MenuWeb/Imagenes_3TG/m45.jpg,name-match,TB04,match por 'imagen' en nombre
WebGestor/MenuWeb/Imagenes_3TG/m46.jpg,name-match,TB04,match por 'imagen' en nombre
WebGestor/MenuWeb/Imagenes_3TG/m47.jpg,name-match,TB04,match por 'imagen' en nombre
WebGestor/MenuWeb/Imagenes_3TG/m48.jpg,name-match,TB04,match por 'imagen' en nombre
WebGestor/MenuWeb/Imagenes_3TG/m49.jpg,name-match,TB04,match por 'imagen' en nombre
WebGestor/MenuWeb/Imagenes_3TG/m50.jpg,name-match,TB04,match por 'imagen' en nombre
WebGestor/MenuWeb/Imagenes_3TG/m51.jpg,name-match,TB04,match por 'imagen' en nombre
WebGestor/MenuWeb/Imagenes_3TG/m52.jpg,name-match,TB04,match por 'imagen' en nombre
WebGestor/MenuWeb/Imagenes_3TG/m55.jpg,name-match,TB04,match por 'imagen' en nombre
WebGestor/MenuWeb/Imagenes_3TG/m57.jpg,name-match,TB04,match por 'imagen' en nombre
WebGestor/MenuWeb/Imagenes_3TG/m59.jpg,name-match,TB04,match por 'imagen' en nombre
WebGestor/MenuWeb/Imagenes_3TG/m6.jpg,name-match,TB04,match por 'imagen' en nombre
WebGestor/MenuWeb/Imagenes_3TG/m60.jpg,name-match,TB04,match por 'imagen' en nombre
WebGestor/MenuWeb/Imagenes_3TG/m61.jpg,name-match,TB04,match por 'imagen' en nombre
WebGestor/MenuWeb/Imagenes_3TG/m62.jpg,name-match,TB04,match por 'imagen' en nombre
WebGestor/MenuWeb/Imagenes_3TG/m64.jpg,name-match,TB04,match por 'imagen' en nombre
WebGestor/MenuWeb/Imagenes_3TG/m68.jpg,name-match,TB04,match por 'imagen' en nombre
WebGestor/MenuWeb/Imagenes_3TG/m69.jpg,name-match,TB04,match por 'imagen' en nombre
WebGestor/MenuWeb/Imagenes_3TG/m70.jpg,name-match,TB04,match por 'imagen' en nombre
WebGestor/MenuWeb/Imagenes_3TG/m71.jpg,name-match,TB04,match por 'imagen' en nombre
WebGestor/MenuWeb/Imagenes_3TG/m74.jpg,name-match,TB04,match por 'imagen' en nombre
WebGestor/MenuWeb/Imagenes_3TG/m75.jpg,name-match,TB04,match por 'imagen' en nombre
WebGestor/MenuWeb/Imagenes_3TG/m76.jpg,name-match,TB04,match por 'imagen' en nombre
WebGestor/MenuWeb/Imagenes_3TG/m77.jpg,name-match,TB04,match por 'imagen' en nombre
WebGestor/MenuWeb/Imagenes_3TG/m78.jpg,name-match,TB04,match por 'imagen' en nombre
WebGestor/MenuWeb/Imagenes_3TG/m79.jpg,name-match,TB04,match por 'imagen' en nombre
WebGestor/MenuWeb/Imagenes_3TG/m8.jpg,name-match,TB04,match por 'imagen' en nombre
WebGestor/MenuWeb/Imagenes_3TG/m80.jpg,name-match,TB04,match por 'imagen' en nombre
WebGestor/MenuWeb/Imagenes_3TG/m81.jpg,name-match,TB04,match por 'imagen' en nombre
WebGestor/MenuWeb/Imagenes_3TG/m82.jpg,name-match,TB04,match por 'imagen' en nombre
WebGestor/MenuWeb/Imagenes_3TG/m83.jpg,name-match,TB04,match por 'imagen' en nombre
WebGestor/MenuWeb/Imagenes_3TG/m84.jpg,name-match,TB04,match por 'imagen' en nombre
WebGestor/MenuWeb/Imagenes_3TG/m85.jpg,name-match,TB04,match por 'imagen' en nombre
WebGestor/MenuWeb/Imagenes_3TG/m86.jpg,name-match,TB04,match por 'imagen' en nombre
WebGestor/MenuWeb/Imagenes_3TG/m87.jpg,name-match,TB04,match por 'imagen' en nombre
WebGestor/MenuWeb/Imagenes_3TG/m88.jpg,name-match,TB04,match por 'imagen' en nombre
WebGestor/MenuWeb/Imagenes_3TG/m89.jpg,name-match,TB04,match por 'imagen' en nombre
WebGestor/MenuWeb/Imagenes_3TG/m9.JPG,name-match,TB04,match por 'imagen' en nombre
WebGestor/MenuWeb/Imagenes_3TG/m92.jpg,name-match,TB04,match por 'imagen' en nombre
WebGestor/MenuWeb/Imagenes_3TG/m93.jpg,name-match,TB04,match por 'imagen' en nombre
WebGestor/MesaAyuda/AdminProblemas_Creacion.aspx,name-match,TB01,match por 'mesaayuda' en nombre
WebGestor/MesaAyuda/AdminProblemas_Creacion.aspx,name-match,TB02,match por 'mesaayuda' en nombre
WebGestor/MesaAyuda/AdminProblemas_Creacion.aspx.vb,Export,TB06,usa 'Export'
WebGestor/MesaAyuda/AdminProblemas_Creacion.aspx.vb,name-match,TB01,match por 'mesaayuda' en nombre
WebGestor/MesaAyuda/AdminProblemas_Creacion.aspx.vb,name-match,TB02,match por 'mesaayuda' en nombre
WebGestor/MesaAyuda/AdminProblemas_Creacion2.aspx,name-match,TB01,match por 'mesaayuda' en nombre
WebGestor/MesaAyuda/AdminProblemas_Creacion2.aspx,name-match,TB02,match por 'mesaayuda' en nombre
WebGestor/MesaAyuda/AdminProblemas_Creacion2.aspx.vb,name-match,TB01,match por 'mesaayuda' en nombre
WebGestor/MesaAyuda/AdminProblemas_Creacion2.aspx.vb,name-match,TB02,match por 'mesaayuda' en nombre
WebGestor/MesaAyuda/AdminProblemas_Creacion21.aspx,name-match,TB01,match por 'mesaayuda' en nombre
WebGestor/MesaAyuda/AdminProblemas_Creacion21.aspx,name-match,TB02,match por 'mesaayuda' en nombre
WebGestor/MesaAyuda/AdminProblemas_Creacion21.aspx.vb,name-match,TB01,match por 'mesaayuda' en nombre
WebGestor/MesaAyuda/AdminProblemas_Creacion21.aspx.vb,name-match,TB02,match por 'mesaayuda' en nombre
WebGestor/MesaAyuda/AdminProblemas_Creacion_Edicion.aspx,name-match,TB01,match por 'mesaayuda' en nombre
WebGestor/MesaAyuda/AdminProblemas_Creacion_Edicion.aspx,name-match,TB02,match por 'mesaayuda' en nombre
WebGestor/MesaAyuda/AdminProblemas_Creacion_Edicion.aspx.vb,Export,TB06,usa 'Export'
WebGestor/MesaAyuda/AdminProblemas_Creacion_Edicion.aspx.vb,name-match,TB01,match por 'mesaayuda' en nombre
WebGestor/MesaAyuda/AdminProblemas_Creacion_Edicion.aspx.vb,name-match,TB02,match por 'mesaayuda' en nombre
WebGestor/MesaAyuda/AdminProblemas_DefineTablas1.aspx,name-match,TB01,match por 'mesaayuda' en nombre
WebGestor/MesaAyuda/AdminProblemas_DefineTablas1.aspx,name-match,TB02,match por 'mesaayuda' en nombre
WebGestor/MesaAyuda/AdminProblemas_DefineTablas1.aspx,name-match,TB06,match por 'tabla' en nombre
WebGestor/MesaAyuda/AdminProblemas_DefineTablas1.aspx.vb,name-match,TB01,match por 'mesaayuda' en nombre
WebGestor/MesaAyuda/AdminProblemas_DefineTablas1.aspx.vb,name-match,TB02,match por 'mesaayuda' en nombre
WebGestor/MesaAyuda/AdminProblemas_DefineTablas1.aspx.vb,name-match,TB06,match por 'tabla' en nombre
WebGestor/MesaAyuda/AdminProblemas_DefineTablas2.aspx,name-match,TB01,match por 'mesaayuda' en nombre
WebGestor/MesaAyuda/AdminProblemas_DefineTablas2.aspx,name-match,TB02,match por 'mesaayuda' en nombre
WebGestor/MesaAyuda/AdminProblemas_DefineTablas2.aspx,name-match,TB06,match por 'tabla' en nombre
WebGestor/MesaAyuda/AdminProblemas_DefineTablas2.aspx.vb,name-match,TB01,match por 'mesaayuda' en nombre
WebGestor/MesaAyuda/AdminProblemas_DefineTablas2.aspx.vb,name-match,TB02,match por 'mesaayuda' en nombre
WebGestor/MesaAyuda/AdminProblemas_DefineTablas2.aspx.vb,name-match,TB06,match por 'tabla' en nombre
WebGestor/MesaAyuda/AdminProblemas_Define_BaseDatos.aspx,name-match,TB01,match por 'mesaayuda' en nombre
WebGestor/MesaAyuda/AdminProblemas_Define_BaseDatos.aspx,name-match,TB02,match por 'mesaayuda' en nombre
WebGestor/MesaAyuda/AdminProblemas_Define_BaseDatos.aspx.vb,Export,TB06,usa 'Export'
