path_rel,language,loc,avg_line_length,num_functions,decision_points,comment_lines,comment_ratio,complexity_score
WebGestor/ControlPersonal/Person_Control_EntSal_Ingreso_Directo.aspx,aspx,223,58.08,0,47,0,0.0,48
WebGestor/ControlPersonal/Person_Control_EntSal_Ingreso_Directo.aspx.vb,vb,422,60.98,23,161,20,0.047,184
WebGestor/ControlPersonal/Person_Control_Integran_Asistencia.aspx,aspx,145,56.39,0,26,0,0.0,27
WebGestor/ControlPersonal/Person_Control_Integran_Asistencia.aspx.vb,vb,89,50.36,4,26,0,0.0,30
WebGestor/ControlPersonal/Person_Fotos.ashx,ashx,48,32.17,0,5,0,0.0,6
WebGestor/ControlPersonal/Person_Record_Asistencia.aspx,aspx,191,67.09,0,64,0,0.0,65
WebGestor/ControlPersonal/Person_Record_Asistencia.aspx.vb,vb,615,62.79,25,230,3,0.005,255
WebGestor/ControlVisitas/ControlVisitas_Puntos.aspx,aspx,224,143.58,0,98,0,0.0,99
WebGestor/ControlVisitas/ControlVisitas_Puntos.aspx.vb,vb,769,53.07,88,278,0,0.0,366
WebGestor/ControlVisitas/ControlVisitas_Registro.aspx,aspx,654,78.35,0,132,0,0.0,133
WebGestor/ControlVisitas/ControlVisitas_Registro.aspx.vb,vb,1032,68.09,55,372,7,0.007,427
WebGestor/ControlVisitas/PagPrincipal_ControlVisitas.master.vb,vb,20,41.4,2,5,1,0.05,7
WebGestor/CProyLeft.ascx,ascx,20,46.7,0,1,0,0.0,2
WebGestor/CProyLeft.ascx.vb,vb,141,56.88,12,37,10,0.071,49
WebGestor/CRM/CRM_BeseDatos_Mantenimiento.aspx,aspx,450,76.46,0,117,0,0.0,118
WebGestor/CRM/CRM_BeseDatos_Mantenimiento.aspx.vb,vb,853,64.77,64,328,24,0.028,392
WebGestor/CRM/CRM_BusquedaBaseDatos.aspx,aspx,315,73.79,0,67,0,0.0,68
WebGestor/CRM/CRM_BusquedaBaseDatos.aspx.vb,vb,260,58.2,30,92,4,0.015,122
WebGestor/CRM/CRM_Contenido_del_Correo.aspx,aspx,299,64.04,0,67,0,0.0,68
WebGestor/CRM/CRM_Contenido_del_Correo.aspx.designer.vb,vb,78,35.79,0,7,56,0.718,8
WebGestor/CRM/CRM_Contenido_del_Correo.aspx.vb,vb,325,61.47,38,57,1,0.003,95
WebGestor/CRM/CRM_DxLista_CuadroMando.aspx,aspx,20,58.5,0,5,0,0.0,6
WebGestor/CRM/CRM_DxLista_CuadroMando.aspx.vb,vb,83,44.65,6,15,0,0.0,21
WebGestor/CRM/CRM_Enviar_Email.aspx,aspx,399,62.45,0,94,0,0.0,95
WebGestor/CRM/CRM_Enviar_Email.aspx.designer.vb,vb,249,36.2,0,26,189,0.759,27
WebGestor/CRM/CRM_Enviar_Email.aspx.vb,vb,663,53.3,42,214,12,0.018,256
WebGestor/CRM/CRM_Exportar.aspx,aspx,5,51.8,0,1,0,0.0,2
WebGestor/CRM/CRM_Exportar.aspx.vb,vb,19,32.63,2,2,2,0.105,4
WebGestor/CRM/CRM_Lista_CuadroMando.aspx,aspx,233,70.84,0,36,0,0.0,37
WebGestor/CRM/CRM_Lista_CuadroMando.aspx.vb,vb,433,44.88,25,77,3,0.007,102
WebGestor/CRM/CRM_Lista_Tickect_DevExpress.aspx,aspx,161,60.57,0,5,0,0.0,6
WebGestor/CRM/CRM_Lista_Tickect_DevExpress.aspx.vb,vb,47,36.04,10,8,4,0.085,18
WebGestor/CRM/CRM_Registrar.aspx,aspx,839,81.91,0,230,0,0.0,231
WebGestor/CRM/CRM_Registrar.aspx.vb,vb,1513,57.54,106,579,141,0.093,685
WebGestor/CRM/CRM_Relacion_con_Procesos.aspx,aspx,106,61.33,0,33,0,0.0,34
WebGestor/CRM/CRM_Relacion_con_Procesos.aspx.designer.vb,vb,204,36.74,0,21,154,0.755,22
WebGestor/CRM/CRM_Relacion_con_Procesos.aspx.vb,vb,196,41.75,28,45,0,0.0,73
WebGestor/CRM/CRM_Relacion_Ticket.aspx,aspx,1246,89.96,0,371,0,0.0,372
WebGestor/CRM/CRM_Relacion_Ticket.aspx.vb,vb,1136,56.36,100,309,21,0.018,409
WebGestor/CRM/CRM_Tiempo_Estado_Ticket.aspx,aspx,1182,82.04,0,391,0,0.0,392
WebGestor/CRM/CRM_Tiempo_Estado_Ticket.aspx.designer.vb,vb,177,36.11,0,18,133,0.751,19
WebGestor/CRM/CRM_Tiempo_Estado_Ticket.aspx.vb,vb,1905,49.15,168,404,40,0.021,572
WebGestor/CRM/CrmGuiaHandler.ashx,ashx,36,37.72,0,5,0,0.0,6
WebGestor/CRM/Documento_TemasAyuda.aspx,aspx,371,55.15,0,54,0,0.0,55
WebGestor/CRM/Documento_TemasAyuda.aspx.vb,vb,333,46.37,34,154,79,0.237,188
WebGestor/CRM/PagPrincipal_CRM.master.vb,vb,20,39.65,2,5,1,0.05,7
WebGestor/Css/bootstrap-responsive.css,css,686,17.08,0,0,0,0.0,1
WebGestor/Css/bootstrap-responsive.min.css,css,12,761.5,0,0,0,0.0,1
WebGestor/Css/bootstrap-theme.css,css,347,42.04,0,0,0,0.0,1
WebGestor/Css/bootstrap.css,css,7538,17.95,0,0,0,0.0,1
WebGestor/Css/bootstrap.min.css,css,689,116.78,0,0,0,0.0,1
WebGestor/Css/bootstrapValidator.css,css,31,21.61,0,0,0,0.0,1
WebGestor/Css/CSSWeb.css,css,564,19.42,0,0,0,0.0,1
WebGestor/Css/Custom-Cs.css,css,188,15.16,0,0,0,0.0,1
WebGestor/Css/dataTables.bootstrap.min.css,css,180,27.56,0,0,0,0.0,1
WebGestor/Css/dGenerales.css,css,69,12.04,0,0,0,0.0,1
WebGestor/Css/docs.css,css,845,19.41,0,0,0,0.0,1
WebGestor/Css/Formulario.css,css,81,13.54,0,0,0,0.0,1
WebGestor/Css/main.css,css,506,17.72,0,0,0,0.0,1
WebGestor/Css/MiEstilo.css,css,64,13.47,0,0,0,0.0,1
WebGestor/Css/Principal.css,css,75,11.93,0,0,0,0.0,1
WebGestor/Css/Principal1.css,css,59,11.07,0,0,0,0.0,1
WebGestor/Css/util.css,css,2993,27.01,0,0,0,0.0,1
WebGestor/Css_Gestor/Content.css,css,376,18.12,0,0,0,0.0,1
WebGestor/Css_Gestor/FormLayout.css,css,18,14.28,0,0,0,0.0,1
WebGestor/Css_Gestor/GridView.css,css,118,18.02,0,0,0,0.0,1
WebGestor/Css_Gestor/GridView.js,javascript,69,31.17,10,10,0,0.0,20
WebGestor/Css_Gestor/Layout.css,css,399,17.9,0,0,0,0.0,1
WebGestor/Css_Gestor/Map.js,javascript,18,41.44,3,1,2,0.111,4
WebGestor/Css_Gestor/Scheduler.css,css,50,15.06,0,0,0,0.0,1
WebGestor/Css_Gestor/Scheduler.js,javascript,54,34.02,7,8,2,0.037,15
WebGestor/Css_Gestor/Script.js,javascript,98,32.86,16,13,0,0.0,29
WebGestor/Css_Gestor/SignInRegister.js,javascript,41,36.34,5,5,0,0.0,10
WebGestor/Css_Gestor/SignInRegistred.css,css,63,16.56,0,0,0,0.0,1
WebGestor/Css_IniciarSesion.css,css,80,22.93,0,0,0,0.0,1
WebGestor/Css_Maqueta.css,css,26,13.5,0,0,0,0.0,1
WebGestor/Css_Menu.css,css,33,18.67,0,0,0,0.0,1
WebGestor/Css_Tab.css,css,51,21.63,0,0,0,0.0,1
WebGestor/Css_Tab_Container.css,css,75,16.36,0,0,0,0.0,1
WebGestor/Css_WebGestor.css,css,749,16.71,0,0,0,0.0,1
WebGestor/Default.aspx,aspx,28,92.46,0,9,0,0.0,10
WebGestor/Default.aspx.vb,vb,158,58.62,13,55,9,0.057,68
WebGestor/Default2.aspx,aspx,107,62.29,0,9,0,0.0,10
WebGestor/Default2.aspx.vb,vb,41,57.12,6,6,1,0.024,12
WebGestor/Default3.aspx,aspx,38,39.82,0,0,0,0.0,1
WebGestor/Default3.aspx.vb,vb,5,12.6,0,0,0,0.0,1
WebGestor/Default4.aspx,aspx,253,38.96,0,10,0,0.0,11
WebGestor/Default4.aspx.vb,vb,38,59.92,6,6,0,0.0,12
WebGestor/dist/css/AdminLTE.css,css,4362,21.98,0,0,0,0.0,1
WebGestor/dist/css/AdminLTE.min.css,css,4537,23.59,0,0,0,0.0,1
WebGestor/dist/css/skins/_all-skins.css,css,1787,26.58,0,0,0,0.0,1
WebGestor/dist/css/skins/_all-skins.min.css,css,1996,26.52,0,0,0,0.0,1
WebGestor/dist/css/skins/skin-black-light.css,css,175,27.53,0,0,0,0.0,1
WebGestor/dist/css/skins/skin-black-light.min.css,css,1,4234.0,0,0,0,0.0,1
WebGestor/dist/css/skins/skin-black.css,css,153,25.64,0,0,0,0.0,1
WebGestor/dist/css/skins/skin-black.min.css,css,1,3409.0,0,0,0,0.0,1
WebGestor/dist/css/skins/skin-blue-light.css,css,166,27.09,0,0,0,0.0,1
WebGestor/dist/css/skins/skin-blue-light.min.css,css,1,4031.0,0,0,0,0.0,1
WebGestor/dist/css/skins/skin-blue.css,css,141,25.35,0,0,0,0.0,1
WebGestor/dist/css/skins/skin-blue.min.css,css,1,3182.0,0,0,0,0.0,1
WebGestor/dist/css/skins/skin-green-light.css,css,155,27.56,0,0,0,0.0,1
WebGestor/dist/css/skins/skin-green-light.min.css,css,1,3834.0,0,0,0,0.0,1
WebGestor/dist/css/skins/skin-green.css,css,133,25.58,0,0,0,0.0,1
WebGestor/dist/css/skins/skin-green.min.css,css,1,3033.0,0,0,0,0.0,1
WebGestor/dist/css/skins/skin-purple-light.css,css,155,27.89,0,0,0,0.0,1
WebGestor/dist/css/skins/skin-purple-light.min.css,css,1,3883.0,0,0,0,0.0,1
WebGestor/dist/css/skins/skin-purple.css,css,133,25.91,0,0,0,0.0,1
WebGestor/dist/css/skins/skin-purple.min.css,css,1,3075.0,0,0,0,0.0,1
WebGestor/dist/css/skins/skin-red-light.css,css,155,26.9,0,0,0,0.0,1
WebGestor/dist/css/skins/skin-red-light.min.css,css,1,3736.0,0,0,0,0.0,1
WebGestor/dist/css/skins/skin-red.css,css,133,24.92,0,0,0,0.0,1
WebGestor/dist/css/skins/skin-red.min.css,css,1,2949.0,0,0,0,0.0,1
WebGestor/dist/css/skins/skin-yellow-light.css,css,155,27.89,0,0,0,0.0,1
WebGestor/dist/css/skins/skin-yellow-light.min.css,css,1,3883.0,0,0,0,0.0,1
WebGestor/dist/css/skins/skin-yellow.css,css,133,25.91,0,0,0,0.0,1
WebGestor/dist/css/skins/skin-yellow.min.css,css,1,3075.0,0,0,0,0.0,1
WebGestor/dist/js/app.js,javascript,703,28.65,55,82,117,0.166,137
WebGestor/dist/js/app.min.js,javascript,13,671.77,3,13,0,0.0,16
WebGestor/dist/js/demo.js,javascript,335,52.36,12,21,17,0.051,33
WebGestor/dist/js/pages/dashboard.js,javascript,234,26.3,7,9,11,0.047,16
WebGestor/dist/js/pages/dashboard2.js,javascript,274,31.59,4,13,57,0.208,17
WebGestor/Documentacion/Documentacion_Mantenimiento.aspx,aspx,200,60.34,0,45,0,0.0,46
WebGestor/Documentacion/Documentacion_Mantenimiento.aspx.designer.vb,vb,267,39.21,0,28,203,0.76,29
WebGestor/Documentacion/Documentacion_Mantenimiento.aspx.vb,vb,299,43.44,34,138,20,0.067,172
WebGestor/Documentacion/PagPrincipal_Documentacion.master.vb,vb,21,41.1,2,5,1,0.048,7
WebGestor/Ejemplo_Css.css,css,91,16.53,0,0,0,0.0,1
WebGestor/EjemploAvisos.aspx,aspx,134,20.5,0,0,0,0.0,1
WebGestor/EjemploAvisos.aspx.vb,vb,5,13.6,0,0,0,0.0,1
WebGestor/Encuesta/Encuesta_Anonimos_Des.aspx,aspx,238,62.54,0,24,0,0.0,25
WebGestor/Encuesta/Encuesta_Anonimos_Des.aspx.vb,vb,570,60.9,20,213,54,0.095,233
WebGestor/Encuesta/Encuesta_Des.aspx,aspx,379,62.3,0,54,0,0.0,55
WebGestor/Encuesta/Encuesta_Des.aspx.vb,vb,900,61.47,30,404,67,0.074,434
WebGestor/Encuesta/Encuestas.aspx,aspx,111,61.41,0,13,0,0.0,14
WebGestor/Encuesta/Encuestas.aspx.vb,vb,250,49.56,22,93,71,0.284,115
WebGestor/Encuesta/Encuestas_Anonimos.aspx,aspx,103,64.99,0,13,0,0.0,14
WebGestor/Encuesta/Encuestas_Anonimos.aspx.vb,vb,172,45.56,14,58,10,0.058,72
WebGestor/Encuesta/Encuestas_Realizadas.aspx,aspx,208,65.32,0,21,0,0.0,22
WebGestor/Encuesta/Encuestas_Realizadas.aspx.vb,vb,367,55.99,29,121,42,0.114,150
WebGestor/Encuesta/PagPrincipal_Encuenta.master.vb,vb,20,41.1,2,5,1,0.05,7
WebGestor/Encuesta/VerResultEnc.aspx,aspx,75,57.51,0,5,0,0.0,6
WebGestor/Encuesta/VerResultEnc.aspx.vb,vb,194,65.55,8,68,13,0.067,76
WebGestor/Encuesta/VerResultEncAno.aspx,aspx,75,57.27,0,5,0,0.0,6
WebGestor/Encuesta/VerResultEncAno.aspx.vb,vb,194,68.32,7,66,21,0.108,73
WebGestor/EstiloWebTec.css,css,280,18.75,0,0,0,0.0,1
WebGestor/EvaluacionProcesos/CapturarImagen.aspx,aspx,136,15.11,0,2,0,0.0,3
WebGestor/EvaluacionProcesos/CapturarImagen.aspx.vb,vb,29,47.24,4,5,0,0.0,9
WebGestor/EvaluacionProcesos/EvalProcesos.aspx,aspx,408,71.27,0,119,0,0.0,120
WebGestor/EvaluacionProcesos/EvalProcesos.aspx.vb,vb,1539,53.54,68,458,15,0.01,526
WebGestor/EvaluacionProcesos/EvalProcesos_Analisis.aspx,aspx,151,76.68,0,40,0,0.0,41
WebGestor/EvaluacionProcesos/EvalProcesos_Analisis.aspx.vb,vb,114,46.39,10,31,0,0.0,41
WebGestor/EvaluacionProcesos/EvalProcesos_AnalisisL.aspx,aspx,471,107.43,0,89,0,0.0,90
WebGestor/EvaluacionProcesos/EvalProcesos_AnalisisL.aspx.vb,vb,579,47.42,54,252,1,0.002,306
WebGestor/EvaluacionProcesos/EvalProcesos_Dashboard.aspx,aspx,50,49.02,0,1,0,0.0,2
WebGestor/EvaluacionProcesos/EvalProcesos_Dashboard.aspx.vb,vb,42,51.21,4,8,5,0.119,12
WebGestor/EvaluacionProcesos/EvalProcesos_Define_Oficinas.aspx,aspx,232,59.61,0,64,0,0.0,65
WebGestor/EvaluacionProcesos/EvalProcesos_Define_Oficinas.aspx.vb,vb,279,51.7,35,122,8,0.029,157
WebGestor/EvaluacionProcesos/EvalProcesos_Distancia_Entre2Direcciones.aspx,aspx,130,53.79,0,35,0,0.0,36
WebGestor/EvaluacionProcesos/EvalProcesos_Distancia_Entre2Direcciones.aspx.vb,vb,134,46.11,12,55,2,0.015,67
WebGestor/EvaluacionProcesos/EvalProcesos_Generar.aspx,aspx,184,72.02,0,33,0,0.0,34
WebGestor/EvaluacionProcesos/EvalProcesos_Generar.aspx.vb,vb,203,46.56,29,81,3,0.015,110
WebGestor/EvaluacionProcesos/EvalProcesos_Grafica.aspx,aspx,205,58.2,0,44,0,0.0,45
WebGestor/EvaluacionProcesos/EvalProcesos_Grafica.aspx.vb,vb,602,42.8,43,125,3,0.005,168
WebGestor/EvaluacionProcesos/EvalProcesos_LisaRptaJalados.aspx,aspx,158,62.82,0,31,0,0.0,32
WebGestor/EvaluacionProcesos/EvalProcesos_LisaRptaJalados.aspx.vb,vb,375,49.63,26,146,1,0.003,172
WebGestor/EvaluacionProcesos/EvalProcesos_PagMaster.master.vb,vb,5,20.4,0,0,0,0.0,1
WebGestor/EvaluacionProcesos/EvalProcesos_Prevencion_Ingreso.aspx,aspx,296,55.29,0,83,0,0.0,84
WebGestor/EvaluacionProcesos/EvalProcesos_Prevencion_Ingreso.aspx.vb,vb,351,53.72,16,103,3,0.009,119
WebGestor/EvaluacionProcesos/EvalProcesos_Reclamo.aspx,aspx,200,72.34,0,61,0,0.0,62
WebGestor/EvaluacionProcesos/EvalProcesos_Reclamo.aspx.vb,vb,130,55.42,25,39,10,0.077,64
WebGestor/EvaluacionProcesos/EvalProcesos_ReclamoLista.aspx,aspx,195,67.06,0,40,0,0.0,41
WebGestor/EvaluacionProcesos/EvalProcesos_ReclamoLista.aspx.vb,vb,58,39.91,8,12,0,0.0,20
WebGestor/EvaluacionProcesos/EvalProcesos_Relacionar.aspx,aspx,209,68.28,0,37,0,0.0,38
WebGestor/EvaluacionProcesos/EvalProcesos_Relacionar.aspx.vb,vb,227,39.3,36,76,2,0.009,112
WebGestor/EvaluacionProcesos/GoogleMaps_Prueba.aspx,aspx,234,43.91,0,1,0,0.0,2
WebGestor/EvaluacionProcesos/GoogleMaps_Prueba.aspx.vb,vb,64,35.52,4,8,2,0.031,12
WebGestor/EvaluacionProcesos/GoogleMapsWeb.aspx,aspx,100,57.95,0,3,0,0.0,4
WebGestor/EvaluacionProcesos/GoogleMapsWeb.aspx.vb,vb,26,30.62,4,2,0,0.0,6
WebGestor/EvaluacionProcesos/PagPrincipal_EvalProceso.master.vb,vb,20,42.2,2,5,0,0.0,7
WebGestor/EvaluacionProcesos/VB.aspx,aspx,32,36.88,0,7,0,0.0,8
WebGestor/EvaluacionProcesos/VB.aspx.vb,vb,32,56.91,2,9,1,0.031,11
WebGestor/Eventos/Eventos.aspx,aspx,384,77.97,0,124,0,0.0,125
WebGestor/Eventos/Eventos.aspx.vb,vb,409,61.85,44,198,2,0.005,242
WebGestor/Eventos/Eventos_xParticipantes.aspx,aspx,383,58.33,0,85,0,0.0,86
WebGestor/Eventos/Eventos_xParticipantes.aspx.vb,vb,189,53.13,12,45,8,0.042,57
WebGestor/Eventos/Permisos.aspx,aspx,134,64.7,0,40,0,0.0,41
WebGestor/Eventos/Permisos.aspx.vb,vb,120,46.92,14,40,1,0.008,54
WebGestor/Finanzas/Finanzas_Registro.aspx,aspx,352,49.14,0,68,0,0.0,69
WebGestor/Finanzas/Finanzas_Registro.aspx.vb,vb,42,38.98,10,7,2,0.048,17
WebGestor/Finanzas/Finanzas_Registro_IngresoEgreso.aspx,aspx,129,52.46,0,33,0,0.0,34
WebGestor/Finanzas/Finanzas_Registro_IngresoEgreso.aspx.vb,vb,80,40.95,6,33,2,0.025,39
WebGestor/fonts.css,css,48,21.44,0,0,0,0.0,1
WebGestor/Gestion_Personal/Agencia_Empleador_Relacion.aspx,aspx,395,67.25,0,81,0,0.0,82
WebGestor/Gestion_Personal/Agencia_Empleador_Relacion.aspx.vb,vb,338,52.2,32,144,7,0.021,176
WebGestor/Global2.asax.vb,vb,11,29.27,2,0,1,0.091,2
WebGestor/GTP/GTP_Calcular_Distancia_2Puntos.aspx,aspx,5,58.6,0,1,0,0.0,2
WebGestor/GTP/GTP_Calcular_Distancia_2Puntos.aspx.vb,vb,5,17.8,0,0,0,0.0,1
WebGestor/GTP/GTP_Registrar_Cliente.aspx,aspx,69,51.75,0,21,0,0.0,22
WebGestor/GTP/GTP_Registrar_Cliente.aspx.vb,vb,302,54.43,10,71,0,0.0,81
WebGestor/GTP/GTP_Relacion_Ticket.aspx,aspx,415,76.59,0,102,0,0.0,103
WebGestor/GTP/GTP_Relacion_Ticket.aspx.vb,vb,498,60.4,39,163,7,0.014,202
WebGestor/GTP/GTP_Relacion_TiemposxEstados.aspx,aspx,432,90.09,0,150,0,0.0,151
WebGestor/GTP/GTP_Relacion_TiemposxEstados.aspx.vb,vb,428,57.2,31,135,2,0.005,166
WebGestor/GTP/PagMaestra_GTP.master.vb,vb,5,15.8,0,0,0,0.0,1
WebGestor/HomeMenu.aspx,aspx,9,37.0,0,2,0,0.0,3
WebGestor/HomeMenu.aspx.vb,vb,5,12.6,0,0,0,0.0,1
WebGestor/Inventario/CalcularDistancia.aspx,aspx,25,49.8,0,3,0,0.0,4
WebGestor/Inventario/CalcularDistancia.aspx.vb,vb,107,46.94,9,10,16,0.15,19
WebGestor/Inventario/Capturar_Almacenar_Foto.aspx,aspx,111,42.96,0,0,0,0.0,1
WebGestor/Inventario/Capturar_Almacenar_Foto.aspx.vb,vb,35,40.2,4,4,0,0.0,8
WebGestor/Inventario/Catalogo_Articulo.aspx,aspx,569,67.36,0,144,0,0.0,145
WebGestor/Inventario/Catalogo_Articulo.aspx.designer.vb,vb,672,36.33,0,81,518,0.771,82
WebGestor/Inventario/Catalogo_Articulo.aspx.vb,vb,844,50.96,85,304,5,0.006,389
WebGestor/Inventario/Catalogo_PlacaIni_Prop.aspx,aspx,71,34.21,0,18,0,0.0,19
WebGestor/Inventario/Catalogo_PlacaIni_Prop.aspx.designer.vb,vb,116,39.19,0,11,84,0.724,12
WebGestor/Inventario/Catalogo_PlacaIni_Prop.aspx.vb,vb,135,26.94,20,11,0,0.0,31
WebGestor/Inventario/Foto_.ashx,ashx,45,35.78,0,6,0,0.0,7
WebGestor/Inventario/fotoUpload.ashx,ashx,32,29.22,0,5,0,0.0,6
WebGestor/Inventario/Garantia_ConsultaEquipo.aspx,aspx,233,73.7,0,45,0,0.0,46
WebGestor/Inventario/Garantia_ConsultaEquipo.aspx.vb,vb,74,45.41,7,14,0,0.0,21
WebGestor/Inventario/GuiaHandler.ashx,ashx,39,35.92,0,5,0,0.0,6
WebGestor/Inventario/ImagenGasto.ashx,ashx,39,35.69,0,5,0,0.0,6
WebGestor/Inventario/ImagenHandler.ashx,ashx,40,34.8,0,5,0,0.0,6
WebGestor/Inventario/Inv_Definiciones_Tablas.aspx,aspx,936,74.52,0,297,0,0.0,298
WebGestor/Inventario/Inv_Definiciones_Tablas.aspx.designer.vb,vb,1086,37.31,0,119,840,0.773,120
WebGestor/Inventario/Inv_Definiciones_Tablas.aspx.vb,vb,1165,56.64,152,289,22,0.019,441
WebGestor/Inventario/Inventario.aspx,aspx,374,70.91,0,60,0,0.0,61
WebGestor/Inventario/Inventario.aspx.vb,vb,258,40.75,21,50,20,0.078,71
WebGestor/Inventario/Inventario_.aspx,aspx,454,82.0,0,92,0,0.0,93
WebGestor/Inventario/Inventario_.aspx.vb,vb,740,55.33,44,168,20,0.027,212
WebGestor/Inventario/Inventario_Almacen_Salida.aspx,aspx,676,75.49,0,210,0,0.0,211
WebGestor/Inventario/Inventario_Almacen_Salida.aspx.vb,vb,2982,85.66,79,1039,101,0.034,1118
WebGestor/Inventario/Inventario_Articulo_Foto.aspx,aspx,579,70.51,0,153,0,0.0,154
WebGestor/Inventario/Inventario_Articulo_Foto.aspx.vb,vb,696,49.18,72,141,20,0.029,213
WebGestor/Inventario/Inventario_Articulo_Imagen.aspx,aspx,77,67.31,0,30,0,0.0,31
WebGestor/Inventario/Inventario_Articulo_Imagen.aspx.vb,vb,239,48.61,13,51,23,0.096,64
WebGestor/Inventario/Inventario_BienesNuevos_NoConsiderar.aspx,aspx,349,71.32,0,93,0,0.0,94
WebGestor/Inventario/Inventario_BienesNuevos_NoConsiderar.aspx.vb,vb,453,45.79,40,165,3,0.007,205
WebGestor/Inventario/Inventario_Carga_Atms.aspx,aspx,59,56.92,0,17,0,0.0,18
WebGestor/Inventario/Inventario_Carga_Atms.aspx.vb,vb,247,40.6,10,67,29,0.117,77
WebGestor/Inventario/Inventario_Carga_DatosIniciales.aspx,aspx,37,44.35,0,9,0,0.0,10
WebGestor/Inventario/Inventario_Carga_DatosIniciales.aspx.vb,vb,722,69.06,8,190,13,0.018,198
WebGestor/Inventario/Inventario_Carga_Individual.aspx,aspx,534,76.47,0,131,0,0.0,132
WebGestor/Inventario/Inventario_Carga_Individual.aspx.vb,vb,895,63.36,70,257,15,0.017,327
WebGestor/Inventario/Inventario_Carga_Informacion.aspx,aspx,124,62.88,0,28,0,0.0,29
WebGestor/Inventario/Inventario_Carga_Informacion.aspx.vb,vb,104,39.37,16,37,0,0.0,53
WebGestor/Inventario/Inventario_Carga_MovGps.aspx,aspx,239,66.03,0,77,0,0.0,78
WebGestor/Inventario/Inventario_Carga_MovGps.aspx.vb,vb,976,58.33,60,220,82,0.084,280
WebGestor/Inventario/Inventario_CargaFoto_xBiene.aspx,aspx,518,68.39,0,136,0,0.0,137
WebGestor/Inventario/Inventario_CargaFoto_xBiene.aspx.vb,vb,708,48.93,64,166,61,0.086,230
WebGestor/Inventario/Inventario_Cargar_Valor_Libro.aspx,aspx,64,63.08,0,5,0,0.0,6
WebGestor/Inventario/Inventario_Cargar_Valor_Libro.aspx.vb,vb,122,46.75,7,36,4,0.033,43
WebGestor/Inventario/Inventario_CatalogoArticulo.aspx,aspx,103,63.61,0,24,0,0.0,25
WebGestor/Inventario/Inventario_CatalogoArticulo.aspx.vb,vb,52,47.87,10,17,0,0.0,27
WebGestor/Inventario/Inventario_CCosto_Salida.aspx,aspx,804,70.02,0,183,0,0.0,184
WebGestor/Inventario/Inventario_CCosto_Salida.aspx.vb,vb,1472,63.22,66,468,38,0.026,534
WebGestor/Inventario/Inventario_CCosto_Salida_Generar.aspx,aspx,661,76.27,0,209,0,0.0,210
WebGestor/Inventario/Inventario_CCosto_Salida_Generar.aspx.vb,vb,2131,68.78,81,692,73,0.034,773
WebGestor/Inventario/Inventario_Clasificacion.aspx,aspx,168,69.9,0,62,0,0.0,63
WebGestor/Inventario/Inventario_Clasificacion.aspx.vb,vb,273,42.14,30,85,0,0.0,115
WebGestor/Inventario/Inventario_Conciliacion_Masiva.aspx,aspx,209,72.22,0,68,0,0.0,69
WebGestor/Inventario/Inventario_Conciliacion_Masiva.aspx.vb,vb,602,54.0,29,208,6,0.01,237
WebGestor/Inventario/Inventario_Conciliados_OtrosBienes.aspx,aspx,178,69.07,0,52,0,0.0,53
WebGestor/Inventario/Inventario_Conciliados_OtrosBienes.aspx.vb,vb,522,55.42,25,179,2,0.004,204
WebGestor/Inventario/Inventario_Datos_del_Bien.aspx,aspx,555,84.02,0,146,0,0.0,147
WebGestor/Inventario/Inventario_Datos_del_Bien.aspx.designer.vb,vb,771,37.19,0,100,595,0.772,101
WebGestor/Inventario/Inventario_Datos_del_Bien.aspx.vb,vb,622,49.68,88,202,23,0.037,290
WebGestor/Inventario/Inventario_Define_CentroCostos.aspx,aspx,398,78.31,0,130,0,0.0,131
WebGestor/Inventario/Inventario_Define_CentroCostos.aspx.vb,vb,561,55.02,48,261,1,0.002,309
WebGestor/Inventario/Inventario_Definicion.aspx,aspx,116,60.22,0,36,0,0.0,37
WebGestor/Inventario/Inventario_Definicion.aspx.designer.vb,vb,150,36.07,0,15,112,0.747,16
WebGestor/Inventario/Inventario_Definicion.aspx.vb,vb,120,37.04,20,15,0,0.0,35
WebGestor/Inventario/Inventario_Definiciones_Tablas.aspx,aspx,159,67.11,0,62,0,0.0,63
WebGestor/Inventario/Inventario_Definiciones_Tablas.aspx.vb,vb,425,37.74,70,49,12,0.028,119
WebGestor/Inventario/Inventario_Definir_Zonas.aspx,aspx,298,75.82,0,90,0,0.0,91
WebGestor/Inventario/Inventario_Definir_Zonas.aspx.vb,vb,258,54.49,20,81,1,0.004,101
WebGestor/Inventario/Inventario_Descargas.aspx,aspx,5,56.4,0,1,0,0.0,2
WebGestor/Inventario/Inventario_Descargas.aspx.vb,vb,21,38.67,2,1,2,0.095,3
WebGestor/Inventario/Inventario_Emergente.aspx,aspx,261,79.52,0,99,0,0.0,100
WebGestor/Inventario/Inventario_Emergente.aspx.vb,vb,594,63.14,39,186,75,0.126,225
WebGestor/Inventario/Inventario_EquiposConciliados.aspx,aspx,1100,97.16,0,321,0,0.0,322
WebGestor/Inventario/Inventario_EquiposConciliados.aspx.designer.vb,vb,960,36.93,0,119,742,0.773,120
WebGestor/Inventario/Inventario_EquiposConciliados.aspx.vb,vb,1136,55.05,119,493,8,0.007,612
WebGestor/Inventario/Inventario_EquiposxAlmacen.aspx,aspx,390,72.56,0,103,0,0.0,104
