path_rel,endpoint_type,has_codebehind,codebehind_path,loc,size_bytes,sha1
WebGestor/Inventario/Inventario_CargaFoto_xBiene.aspx,page,yes,WebGestor/Inventario/Inventario_CargaFoto_xBiene.aspx.vb,518,35967,cd69c66c50c824371ffb8248ffd6bfb9b873a7a3
WebGestor/Inventario/Inventario_Cargar_Valor_Libro.aspx,page,yes,WebGestor/Inventario/Inventario_Cargar_Valor_Libro.aspx.vb,64,4103,e1e52f66e20390bb67a66fc4fd0d6e5f92a24a03
WebGestor/Inventario/Inventario_CatalogoArticulo.aspx,page,yes,WebGestor/Inventario/Inventario_CatalogoArticulo.aspx.vb,103,6662,0f0cbb16556b182709e97726bd43402b1e5e552b
WebGestor/Inventario/Inventario_CCosto_Salida.aspx,page,yes,WebGestor/Inventario/Inventario_CCosto_Salida.aspx.vb,804,57108,4ff993ca7ad91102ae8c9ef263bfee4513adda15
WebGestor/Inventario/Inventario_CCosto_Salida_Generar.aspx,page,yes,WebGestor/Inventario/Inventario_CCosto_Salida_Generar.aspx.vb,661,51099,d8ab7f3c354852b74220e1faf60886e574340b38
WebGestor/Inventario/Inventario_Clasificacion.aspx,page,yes,WebGestor/Inventario/Inventario_Clasificacion.aspx.vb,168,11918,ad6bec3a5c83f2f567457ce880772d9b61fa17bf
WebGestor/Inventario/Inventario_Conciliacion_Masiva.aspx,page,yes,WebGestor/Inventario/Inventario_Conciliacion_Masiva.aspx.vb,209,15318,6bbf2473ddd18c7c30a0b8706eaee734617099bd
WebGestor/Inventario/Inventario_Conciliados_OtrosBienes.aspx,page,yes,WebGestor/Inventario/Inventario_Conciliados_OtrosBienes.aspx.vb,178,12487,72393a201a9ddf10ee77ef32bb19d810628a8f57
WebGestor/Inventario/Inventario_Datos_del_Bien.aspx,page,yes,WebGestor/Inventario/Inventario_Datos_del_Bien.aspx.vb,555,47219,3e7363465a8baf0e64cdf23f1f56142d5841152c
WebGestor/Inventario/Inventario_Define_CentroCostos.aspx,page,yes,WebGestor/Inventario/Inventario_Define_CentroCostos.aspx.vb,398,31571,78e239ee873584afdf36b59405cd04a32ff076c6
WebGestor/Inventario/Inventario_Definicion.aspx,page,yes,WebGestor/Inventario/Inventario_Definicion.aspx.vb,116,7108,43d5fd601c2b6c3ff6d316d47b3e3f1ad61b1a07
WebGestor/Inventario/Inventario_Definiciones_Tablas.aspx,page,yes,WebGestor/Inventario/Inventario_Definiciones_Tablas.aspx.vb,159,10848,8da32e61603c27e266cb1699b3390fe5bbf36798
WebGestor/Inventario/Inventario_Definir_Zonas.aspx,page,yes,WebGestor/Inventario/Inventario_Definir_Zonas.aspx.vb,298,22897,31a2bb7695e57323bbe7b2ad3879122228307236
WebGestor/Inventario/Inventario_Descargas.aspx,page,yes,WebGestor/Inventario/Inventario_Descargas.aspx.vb,5,289,ebc4f82950446de907f5575daedf22209320dfad
WebGestor/Inventario/Inventario_Emergente.aspx,page,yes,WebGestor/Inventario/Inventario_Emergente.aspx.vb,261,21033,b7de8651ded0344756a1c1cbd530de1e78311302
WebGestor/Inventario/Inventario_EquiposConciliados.aspx,page,yes,WebGestor/Inventario/Inventario_EquiposConciliados.aspx.vb,1100,108033,4a57be7c64d0ac44b57b89268ff185c4b8560631
WebGestor/Inventario/Inventario_EquiposxAlmacen.aspx,page,yes,WebGestor/Inventario/Inventario_EquiposxAlmacen.aspx.vb,390,28690,f97bc0a54214197cc55e1495468075d2b0515dcf
WebGestor/Inventario/Inventario_Estadistica.aspx,page,yes,WebGestor/Inventario/Inventario_Estadistica.aspx.vb,84,5807,f973e6036d21c7633342cc5fcfc3ef44330090a9
WebGestor/Inventario/Inventario_ExportarExcel.aspx,page,yes,WebGestor/Inventario/Inventario_ExportarExcel.aspx.vb,5,297,c1629a2fbb55be005cd40c5024e7ef6c453bf992
WebGestor/Inventario/Inventario_Flujo_Atencion_Diaria.aspx,page,yes,WebGestor/Inventario/Inventario_Flujo_Atencion_Diaria.aspx.vb,177,11749,daecca2d872486f682c33d7b316f340f221ecfd8
WebGestor/Inventario/Inventario_Galeria_Fotos_xBien.aspx,page,yes,WebGestor/Inventario/Inventario_Galeria_Fotos_xBien.aspx.vb,33,1568,b13fcb92125d0c79c9e6af20399f8ce0d72c3804
WebGestor/Inventario/Inventario_Garantia_Equipos.aspx,page,yes,WebGestor/Inventario/Inventario_Garantia_Equipos.aspx.vb,169,19602,eec4ee3ed344f6141ebf97257a1040649edfd4ac
WebGestor/Inventario/Inventario_Gastos.aspx,page,yes,WebGestor/Inventario/Inventario_Gastos.aspx.vb,568,37952,2463fdf5ed4892a9c4c6d2e79614e393bbb60a96
WebGestor/Inventario/Inventario_GenerarGuia.aspx,page,yes,WebGestor/Inventario/Inventario_GenerarGuia.aspx.vb,682,50097,52dc27160e258aef57b97aa4f1890b46ee17fd6b
WebGestor/Inventario/Inventario_GenerarGuia_SinSalida.aspx,page,yes,WebGestor/Inventario/Inventario_GenerarGuia_SinSalida.aspx.vb,852,64139,3ba88d2a50981ecc96a6436dce601f38442e9cac
WebGestor/Inventario/Inventario_GenerarLista.aspx,page,yes,WebGestor/Inventario/Inventario_GenerarLista.aspx.vb,614,44177,8b1c67c49c103f1c15900ec1643543756a365970
WebGestor/Inventario/Inventario_Geolocalizacion_xBien.aspx,page,yes,WebGestor/Inventario/Inventario_Geolocalizacion_xBien.aspx.vb,41,1764,1b4342e30e9b2920a0ae79564221d21ed6e9c0d3
WebGestor/Inventario/Inventario_GPS.aspx,page,yes,WebGestor/Inventario/Inventario_GPS.aspx.vb,253,16313,96c87aae73674c58c9e1b38061cf19108136d55a
WebGestor/Inventario/Inventario_Guia_Transportista.aspx,page,yes,WebGestor/Inventario/Inventario_Guia_Transportista.aspx.vb,418,32708,c444bf5b729b5807a070196220bf923e0be0d3c1
WebGestor/Inventario/Inventario_GuiaRemision_Masiva.aspx,page,yes,WebGestor/Inventario/Inventario_GuiaRemision_Masiva.aspx.vb,737,54799,63dc175c1ef19db4f4d89cfe6fc0c578cb08e516
WebGestor/Inventario/Inventario_GuiaRemision_Transporte.aspx,page,yes,WebGestor/Inventario/Inventario_GuiaRemision_Transporte.aspx.vb,308,21391,6acd9e22362fdf9b4e5f97e50c45605ccb8f5686
WebGestor/Inventario/Inventario_Imprimir_Placas.aspx,page,yes,WebGestor/Inventario/Inventario_Imprimir_Placas.aspx.vb,59,2927,123c27344977347c0b4a2b53ea01d79a015b7897
WebGestor/Inventario/Inventario_Informacion_Bienes.aspx,page,yes,WebGestor/Inventario/Inventario_Informacion_Bienes.aspx.vb,199,16049,ab774aa7861b0cbfefddf5097f3388ada0601145
WebGestor/Inventario/Inventario_Ingreso_Bienes_Desuso.aspx,page,yes,WebGestor/Inventario/Inventario_Ingreso_Bienes_Desuso.aspx.vb,792,61907,b42253f64bc9d28872f50b83021e6a9ff9ea1ef6
WebGestor/Inventario/Inventario_Ingreso_Equipos.aspx,page,yes,WebGestor/Inventario/Inventario_Ingreso_Equipos.aspx.vb,579,43248,6ae9c8b6dbd733bedfb8700323d38ccbc22a4b59
WebGestor/Inventario/Inventario_Ingreso_Equipos_Registrar.aspx,page,yes,WebGestor/Inventario/Inventario_Ingreso_Equipos_Registrar.aspx.vb,695,57618,6b040b4dd18a3aad93925f859a7d9c14abf07cd7
WebGestor/Inventario/Inventario_Ingreso_Placas.aspx,page,yes,WebGestor/Inventario/Inventario_Ingreso_Placas.aspx.vb,137,9544,f97fcd6c183e5aeb6b96e53162b292289e33d837
WebGestor/Inventario/Inventario_Ingreso_Series.aspx,page,yes,WebGestor/Inventario/Inventario_Ingreso_Series.aspx.vb,293,27707,e8a15846ac3e2580db5300e4a9ee92849e488158
WebGestor/Inventario/Inventario_Interface_GPS.aspx,page,yes,WebGestor/Inventario/Inventario_Interface_GPS.aspx.vb,380,25682,5fe738f2e4f73c542ac7c49972a8c0cd0c1924ef
WebGestor/Inventario/Inventario_Kardex.aspx,page,yes,WebGestor/Inventario/Inventario_Kardex.aspx.vb,520,45599,34f076a465b072154287340046738ff3a7764d9d
WebGestor/Inventario/Inventario_Lista_BienesInventariado.aspx,page,yes,WebGestor/Inventario/Inventario_Lista_BienesInventariado.aspx.vb,323,23644,c2f0e783ba9636015d0dd98eac83ae5af0dee786
WebGestor/Inventario/Inventario_Lista_EquiposATratar.aspx,page,yes,WebGestor/Inventario/Inventario_Lista_EquiposATratar.aspx.vb,214,15617,f62e0c87f1fabddbf55ca35662fd57157bf92f8b
WebGestor/Inventario/Inventario_Lista_Oficina_SinUbicaciones.aspx,page,yes,WebGestor/Inventario/Inventario_Lista_Oficina_SinUbicaciones.aspx.vb,54,2734,dde581b0a0687971d8ea9f3776ea75db6158166c
WebGestor/Inventario/Inventario_ListaTablaMovimientos_ParaGps.aspx,page,yes,WebGestor/Inventario/Inventario_ListaTablaMovimientos_ParaGps.aspx.vb,56,3412,f1798083f72e8cd9954aa84231ad8a5c4ffc0779
WebGestor/Inventario/Inventario_Monitoreo.aspx,page,yes,WebGestor/Inventario/Inventario_Monitoreo.aspx.vb,512,34147,7d4a69161109a94c12b1ab0953e80302e5f3ba47
WebGestor/Inventario/Inventario_Movimiento_Equipos.aspx,page,yes,WebGestor/Inventario/Inventario_Movimiento_Equipos.aspx.vb,533,39739,e8595f004d0dfa0164216c56012f85cb61e50af3
WebGestor/Inventario/Inventario_Pedido_Listado.aspx,page,yes,WebGestor/Inventario/Inventario_Pedido_Listado.aspx.vb,77,5851,0e328b7bd250f11bf54916a0ec78e9f46bcb01ef
WebGestor/Inventario/Inventario_Pedidos.aspx,page,yes,WebGestor/Inventario/Inventario_Pedidos.aspx.vb,373,27668,c53f13bfb8e5848196c28c0aee8f8c2ca3a5d58d
WebGestor/Inventario/Inventario_PopPud_DatosOficina.aspx,page,yes,WebGestor/Inventario/Inventario_PopPud_DatosOficina.aspx.vb,121,7777,b37fba27657fa8cab71b6e902d4d367ccbbecf01
WebGestor/Inventario/Inventario_Programacion.aspx,page,yes,WebGestor/Inventario/Inventario_Programacion.aspx.vb,38,1583,bee5446ea270e63d0b980771dac8c936f104a2b1
WebGestor/Inventario/Inventario_Recepcion_IngSeries.aspx,page,yes,WebGestor/Inventario/Inventario_Recepcion_IngSeries.aspx.vb,299,27905,6adf8043156af49b84ecbf8e2f9ace92c947c9a1
WebGestor/Inventario/Inventario_Recepcion_Listado.aspx,page,yes,WebGestor/Inventario/Inventario_Recepcion_Listado.aspx.vb,856,59999,d32ffa9ec46ce3232dab2daf6d961fbcf1b06050
WebGestor/Inventario/Inventario_Recepcion_Registrar.aspx,page,yes,WebGestor/Inventario/Inventario_Recepcion_Registrar.aspx.vb,845,70723,a7837b3a27ef197b7f5ea3c75c705b7dc24bf874
WebGestor/Inventario/Inventario_Regularizar_Equipos.aspx,page,yes,WebGestor/Inventario/Inventario_Regularizar_Equipos.aspx.vb,214,15211,213c8883b806c599eccea6e666cc0434d887fae0
WebGestor/Inventario/inventario_Regularizar_UbicacionCarga.aspx,page,yes,WebGestor/Inventario/inventario_Regularizar_UbicacionCarga.aspx.vb,194,12215,ecb632b746a01db358361267966a9ee7212e693d
WebGestor/Inventario/Inventario_Relacion_BienesInv.aspx,page,yes,WebGestor/Inventario/Inventario_Relacion_BienesInv.aspx.vb,296,21581,1b9c663698c7be92443d73d9b971569ee23d34e3
WebGestor/Inventario/Inventario_Relacion_Equipos_Prestados.aspx,page,yes,WebGestor/Inventario/Inventario_Relacion_Equipos_Prestados.aspx.vb,302,24801,db5012c2b63b3adf33a0de60695ea018c0d76470
WebGestor/Inventario/Inventario_Relacion_GuiaInterna.aspx,page,yes,WebGestor/Inventario/Inventario_Relacion_GuiaInterna.aspx.vb,477,31255,2d7664fbcfbe4c530f74704bb53f43f3149a8bb6
WebGestor/Inventario/Inventario_Relacion_GuiaRemision.aspx,page,yes,WebGestor/Inventario/Inventario_Relacion_GuiaRemision.aspx.vb,497,32996,1f6e3ac0a5aeb674f2972d32330cc820a6127f34
WebGestor/Inventario/Inventario_Relacion_Movimientos.aspx,page,yes,WebGestor/Inventario/Inventario_Relacion_Movimientos.aspx.vb,297,20990,8c369510109246b63b5f9ab46ec84ba1ee812ed2
WebGestor/Inventario/Inventario_Relacion_Salidas_Almacent.aspx,page,yes,WebGestor/Inventario/Inventario_Relacion_Salidas_Almacent.aspx.vb,373,28660,5cf27295c9273cff3ebb52ca47df63d841d8dcf1
WebGestor/Inventario/Inventario_Relacion_Salidas_CCosto.aspx,page,yes,WebGestor/Inventario/Inventario_Relacion_Salidas_CCosto.aspx.vb,238,16722,ab42e28899293165f93b78bcdc9305dd5d127f7f
WebGestor/Inventario/Inventario_Resumen.aspx,page,yes,WebGestor/Inventario/Inventario_Resumen.aspx.vb,372,25344,3a4371bbfc0cbccae1191c4900596e598461abf7
WebGestor/Inventario/Inventario_Resumen_Estadistica.aspx,page,yes,WebGestor/Inventario/Inventario_Resumen_Estadistica.aspx.vb,140,10257,73d4cb64ef794a143035ab748c266f23d776f33f
WebGestor/Inventario/Inventario_Resumen_Oficinas.aspx,page,yes,WebGestor/Inventario/Inventario_Resumen_Oficinas.aspx.vb,265,16047,95d5957d946d117f65d8e2b3e1531fc8c5962603
WebGestor/Inventario/Inventario_SalidaIngreso_Alavez.aspx,page,yes,WebGestor/Inventario/Inventario_SalidaIngreso_Alavez.aspx.vb,542,40858,8636e4094a41f320cf15f6233d113066c588129a
WebGestor/Inventario/Inventario_SalidasEnv_xRecibir.aspx,page,yes,WebGestor/Inventario/Inventario_SalidasEnv_xRecibir.aspx.vb,321,27728,cd151c4539ab27c9f6b9945e0d691dbb42836c9b
WebGestor/Inventario/Inventario_Stock_Articulos.aspx,page,yes,WebGestor/Inventario/Inventario_Stock_Articulos.aspx.vb,383,28095,05f3126dc54c56c84a6bd3cbcc27d4d95490e0de
WebGestor/Inventario/Inventario_Ubicacion.aspx,page,yes,WebGestor/Inventario/Inventario_Ubicacion.aspx.vb,790,58198,39923743ddc11076ea655ddc3bb9eaf0559a8094
WebGestor/Inventario/Inventario_Verificacion_Nueva.aspx,page,yes,WebGestor/Inventario/Inventario_Verificacion_Nueva.aspx.vb,1240,93456,5a1ffe6e9b8e136f0e500725b6f7de1403995280
WebGestor/Inventario/Inventario_Verificar.aspx,page,yes,WebGestor/Inventario/Inventario_Verificar.aspx.vb,1666,125785,cb5e4cf206166ae1d7f67d5ac5a4da885fc0cefa
WebGestor/Inventario/Inventario_Verificar_Masivo.aspx,page,yes,WebGestor/Inventario/Inventario_Verificar_Masivo.aspx.vb,364,27306,6c38d027a89041898193939367c5726e74f337aa
WebGestor/Inventario/Inventario_Verificar_SinImagen.aspx,page,yes,WebGestor/Inventario/Inventario_Verificar_SinImagen.aspx.vb,1111,83307,186788a1bc881c874be56f1234df0d19544fadf9
WebGestor/Inventario/Invnetario_Relacion_EquiposConciliados.aspx,page,yes,WebGestor/Inventario/Invnetario_Relacion_EquiposConciliados.aspx.vb,170,12031,4543ea7d4b7c56bb1eaa60ce7682d1643e8108e5
WebGestor/Inventario/InvReport_Recepcion.aspx,page,yes,WebGestor/Inventario/InvReport_Recepcion.aspx.vb,20,2190,9e1f3565e3a5ba61b73c584c520aa09c93a70ad5
WebGestor/Inventario/Manejador.ashx,handler,no,,25,1007,7bd535a06da85ff5279bdff12197ca7700fc9cb1
WebGestor/Inventario/ProductoSku.ashx,handler,no,,70,2972,c64a5be3b76b6572341f16b14706e1dd19d8e7bc
WebGestor/Inventario/RecepcionHandler.ashx,handler,no,,39,1439,3f0b2651a801846af3ce47147f0549690c6a75c8
WebGestor/Inventario/RecepGuiaHandler.ashx,handler,no,,39,1441,ee4744275564b0380697ce6544bff1cf75083927
WebGestor/Inventario/SerieImagen.ashx,handler,no,,40,1437,436aae80d7e149ba30fa0f6dded8ef2e1efe6d59
WebGestor/Inventario/TomarFoto.aspx,page,yes,WebGestor/Inventario/TomarFoto.aspx.vb,165,5293,1908833ab0c6709c8f1da8d6e8526ca30fe39b9f
WebGestor/MapaWeb.aspx,page,yes,WebGestor/MapaWeb.aspx.vb,66,2532,c3b791f556fa36e2067b81edc1bc3c62f8eac766
WebGestor/Menu/_Default.aspx,page,yes,WebGestor/Menu/_Default.aspx.vb,42,10675,68351debe4037621008927908af3f3053f55143f
WebGestor/Menu/Contacto.aspx,page,yes,WebGestor/Menu/Contacto.aspx.vb,214,13450,82cdfc9768a475d91c565071e47a1a0a416c454a
WebGestor/Menu/Detalle.aspx,page,yes,WebGestor/Menu/Detalle.aspx.vb,183,13612,e5c365ae4e5ad9f381802b5c0b8a22fd88f9f5f9
WebGestor/Menu/IngresarElemento.aspx,page,yes,WebGestor/Menu/IngresarElemento.aspx.vb,221,13213,bd96c1204c99037efbbbfad311fb0fd95490aba4
WebGestor/Menu/Subscriptor.aspx,page,yes,WebGestor/Menu/Subscriptor.aspx.vb,164,10091,a5485e96e82a367da0937e67ad393be55a65de80
WebGestor/MenuWeb/MenuWeb_Definicion.aspx,page,yes,WebGestor/MenuWeb/MenuWeb_Definicion.aspx.vb,251,34541,78c5c23c39cc5b95a0436441a6fc2a881a8a1829
WebGestor/MenuWeb/MenuWeb_Elementos.aspx,page,yes,WebGestor/MenuWeb/MenuWeb_Elementos.aspx.vb,219,12746,251e4f585525026860123a271c61cb1cdea8b38f
WebGestor/MenuWeb/MenuWeb_Registra_Auspiciador.aspx,page,yes,WebGestor/MenuWeb/MenuWeb_Registra_Auspiciador.aspx.vb,281,18433,5d600a50554c721e90d4992875ea3a70297a58b2
WebGestor/MenuWeb/MenuWeb_Registra_Elemento.aspx,page,yes,WebGestor/MenuWeb/MenuWeb_Registra_Elemento.aspx.vb,349,27134,fd9dded58994cc07c85833425660ce4dd0874f07
WebGestor/MesaAyuda/AdminProblemas_Creacion.aspx,page,yes,WebGestor/MesaAyuda/AdminProblemas_Creacion.aspx.vb,291,62946,a0b34f33fadb8fa2f71aa52aa0f70d4294537f40
WebGestor/MesaAyuda/AdminProblemas_Creacion2.aspx,page,yes,WebGestor/MesaAyuda/AdminProblemas_Creacion2.aspx.vb,353,26197,19bce5172199997388b09acd2345bf975a8b9a03
WebGestor/MesaAyuda/AdminProblemas_Creacion21.aspx,page,yes,WebGestor/MesaAyuda/AdminProblemas_Creacion21.aspx.vb,352,25336,b8462864a27c52e9e0234934dd74578bb7786514
WebGestor/MesaAyuda/AdminProblemas_Creacion_Edicion.aspx,page,yes,WebGestor/MesaAyuda/AdminProblemas_Creacion_Edicion.aspx.vb,257,65231,d89e7d784980d734fab45cadfd7a470f139cca54
WebGestor/MesaAyuda/AdminProblemas_Define_BaseDatos.aspx,page,yes,WebGestor/MesaAyuda/AdminProblemas_Define_BaseDatos.aspx.vb,282,20862,1737238d7101bd700f832dac5807eea00e51db2b
WebGestor/MesaAyuda/AdminProblemas_Define_Personas.aspx,page,yes,WebGestor/MesaAyuda/AdminProblemas_Define_Personas.aspx.vb,210,19090,4740c51f830180abe9d02facb3e4b1802a7bc9e3
WebGestor/MesaAyuda/AdminProblemas_DefineTablas1.aspx,page,yes,WebGestor/MesaAyuda/AdminProblemas_DefineTablas1.aspx.vb,209,24732,e6919bdd28c95ed23bdd45748af1e31ab91d287a
WebGestor/MesaAyuda/AdminProblemas_DefineTablas2.aspx,page,yes,WebGestor/MesaAyuda/AdminProblemas_DefineTablas2.aspx.vb,188,29379,413030ca277c21217e62e93e4af1b0f3f838a7f9
WebGestor/MesaAyuda/AdminProblemas_DiferenciasTiempo.aspx,page,yes,WebGestor/MesaAyuda/AdminProblemas_DiferenciasTiempo.aspx.vb,94,6746,7589ca3ffcae5b01c14922a1e1c9008494a9e20a
WebGestor/MesaAyuda/AdminProblemas_Lista_Enlace_TemasAyuda.aspx,page,yes,WebGestor/MesaAyuda/AdminProblemas_Lista_Enlace_TemasAyuda.aspx.vb,148,10114,366d3dbd24e7ad3dd2d593fa5ab571187949fbba
WebGestor/MesaAyuda/AdminProblemas_Listado.aspx,page,yes,WebGestor/MesaAyuda/AdminProblemas_Listado.aspx.vb,279,59725,d924a8b256d4f685de20d537a66ca903bb164851
WebGestor/MesaAyuda/AdminProblemas_Registrar.aspx,page,yes,WebGestor/MesaAyuda/AdminProblemas_Registrar.aspx.vb,1188,83777,6dc69610fa32ed5c8f9f1480c37c346dacec0faf
WebGestor/MesaAyuda/AdminProblemas_Registrar_Fecha.aspx,page,yes,WebGestor/MesaAyuda/AdminProblemas_Registrar_Fecha.aspx.vb,1215,85724,e31240ce298b0c2fa85306e724ec3398c912a174
WebGestor/MesaAyuda/AdminProblemas_Registrar_Usuario.aspx,page,yes,WebGestor/MesaAyuda/AdminProblemas_Registrar_Usuario.aspx.vb,738,48439,4ea7b2b3165cf18d03b28333a3ccca232868416b
WebGestor/MesaAyuda/AdminProblemas_Reportar.aspx,page,yes,WebGestor/MesaAyuda/AdminProblemas_Reportar.aspx.vb,413,24006,c18d44d7d2afbd3498570a62eb3819c0c93a85fb
WebGestor/OperadorLogistico/Inventario_Archivo_Telefonica.aspx,page,yes,WebGestor/OperadorLogistico/Inventario_Archivo_Telefonica.aspx.vb,196,10888,e44b59a1431e549310c2cb28a7ec86d8b406121e
WebGestor/OperadorLogistico/Inventario_CargaAgenda.aspx,page,yes,WebGestor/OperadorLogistico/Inventario_CargaAgenda.aspx.vb,78,4307,722b73ccd241719d391a633e644a721c79e19f6a
WebGestor/OperadorLogistico/Inventario_GuiaArchivo.aspx,page,yes,WebGestor/OperadorLogistico/Inventario_GuiaArchivo.aspx.vb,182,10550,c99974d105747cdf03c157521d1ea1421055fc28
WebGestor/OperadorLogistico/Inventario_GuiaRemision.aspx,page,yes,WebGestor/OperadorLogistico/Inventario_GuiaRemision.aspx.vb,440,36316,d4512324463df4398bb6cc201985cf2c7ba9678f
WebGestor/OperadorLogistico/Inventario_GuiaRemision_Admin.aspx,page,yes,WebGestor/OperadorLogistico/Inventario_GuiaRemision_Admin.aspx.vb,452,37756,5c99a30829fe79fba8c9c7aa91a632b2d7410aeb
WebGestor/OperadorLogistico/Inventario_GuiaRemision_CargaArch.aspx,page,yes,WebGestor/OperadorLogistico/Inventario_GuiaRemision_CargaArch.aspx.vb,390,29231,74a4b4ab1173b531b6e34a62233c2d6c560ce703
WebGestor/OperadorLogistico/Inventario_GuiaRemision_CargaArch_Admin.aspx,page,yes,WebGestor/OperadorLogistico/Inventario_GuiaRemision_CargaArch_Admin.aspx.vb,407,30366,dc688fc03259414cb398ea1bcbbf3ca9ca60aa9a
WebGestor/OperadorLogistico/Inventario_GuiaRemision_Update.aspx,page,yes,WebGestor/OperadorLogistico/Inventario_GuiaRemision_Update.aspx.vb,426,35938,e288c350318fa6f0cc805c8b0a172100d826eaf0
WebGestor/OperadorLogistico/Inventario_Personas.aspx,page,yes,WebGestor/OperadorLogistico/Inventario_Personas.aspx.vb,190,17532,d12b008745f159fac648ea742f700a19b8e0526a
WebGestor/OperadorLogistico/Inventario_Personas_xFechaEntrega.aspx,page,yes,WebGestor/OperadorLogistico/Inventario_Personas_xFechaEntrega.aspx.vb,356,22613,628cd5e405edb9ecef87a9db0ca2ed4ed7906a6b
WebGestor/PaginaPrincipal.aspx,page,yes,WebGestor/PaginaPrincipal.aspx.vb,73,4751,7157bf9f3f0ecd264c4c18a2e416175d55ab7509
WebGestor/PersonalAgenda/Agenda_Citas.aspx,page,yes,WebGestor/PersonalAgenda/Agenda_Citas.aspx.vb,575,64692,7fb0253c7c335e505ceba1e1eee176f284592c0d
WebGestor/PersonalAgenda/Agenda_Entrevista.aspx,page,yes,WebGestor/PersonalAgenda/Agenda_Entrevista.aspx.vb,677,78117,358a14428d521d5b1086befe50fec881a1e1e399
WebGestor/PersonalAgenda/Agenda_Tablas.aspx,page,yes,WebGestor/PersonalAgenda/Agenda_Tablas.aspx.vb,254,31821,e918a5abc6f7e59afc893d6330b42793fa9da5ae
WebGestor/refresh_session.ashx,handler,no,,28,903,3aa7a491b00f14754fdd4b71ad95509a4f79c135
WebGestor/Salida.aspx,page,yes,WebGestor/Salida.aspx.vb,16,424,624ba12d39fff6e7e6622af3e4723215fda881a7
WebGestor/Servicio/BaseDatos_Busqueda.aspx,page,yes,WebGestor/Servicio/BaseDatos_Busqueda.aspx.vb,124,13545,6f832d7bfd23ab448d537d87543689741d8cd06d
WebGestor/Servicio/BaseDatos_Definicion.aspx,page,yes,WebGestor/Servicio/BaseDatos_Definicion.aspx.vb,91,16426,3f84176482254d56ceb15420fd10b6b7a45359ae
WebGestor/Servicio/Gestion_Inspeccion_Desplazamiento.aspx,page,yes,WebGestor/Servicio/Gestion_Inspeccion_Desplazamiento.aspx.vb,610,40265,625566577a89b068ed4f3d3176fca4e06a045b1a
WebGestor/Servicio/Inspeccion_Centro_Costos.aspx,page,yes,WebGestor/Servicio/Inspeccion_Centro_Costos.aspx.vb,220,31728,931c9c5f3181a6077baeaf59d0c03f4f6452c28b
WebGestor/Servicio/Inspeccion_Detalle.aspx,page,yes,WebGestor/Servicio/Inspeccion_Detalle.aspx.vb,504,127164,f00000609b788aa35d712a0167b86887c55e2ebc
WebGestor/Servicio/Inspeccion_Documentos_Ayuda.aspx,page,yes,WebGestor/Servicio/Inspeccion_Documentos_Ayuda.aspx.vb,475,33636,6393dbda69d27f5126f806fe7c946c798ea4bc0f
WebGestor/Servicio/Inspeccion_Equipo_Mantenimiento.aspx,page,yes,WebGestor/Servicio/Inspeccion_Equipo_Mantenimiento.aspx.vb,179,27488,d3367bebb1f1bf73775e0a59273839280f63d1a2
WebGestor/Servicio/Inspeccion_Lista_DatosAdicionales.aspx,page,yes,WebGestor/Servicio/Inspeccion_Lista_DatosAdicionales.aspx.vb,804,52746,5511c463a137b5d285bbc4dc64bf7d72880b7a5a
WebGestor/Servicio/Inspeccion_Lista_DatosAdicionales_Usuarios.aspx,page,yes,WebGestor/Servicio/Inspeccion_Lista_DatosAdicionales_Usuarios.aspx.vb,623,41357,8d41e1f107dfe11e61f0e935ee8fb104c4769b32
WebGestor/Servicio/Inspeccion_Lista_Documento.aspx,page,yes,WebGestor/Servicio/Inspeccion_Lista_Documento.aspx.vb,375,23806,bbc306806a2d81b088fbb1a67bec95127c441012
WebGestor/Servicio/Inspeccion_Lista_OfPendiente.aspx,page,yes,WebGestor/Servicio/Inspeccion_Lista_OfPendiente.aspx.vb,260,35020,a7c8ea2bb7f87912764f71146ab7dafcdc5c9bda
WebGestor/Servicio/Inspeccion_ListaDetalleOficina.aspx,page,yes,WebGestor/Servicio/Inspeccion_ListaDetalleOficina.aspx.vb,589,34900,903e8ed7950b95bc371d3b6c9f46c5d9abf436f0
WebGestor/Servicio/Inspeccion_Listado.aspx,page,yes,WebGestor/Servicio/Inspeccion_Listado.aspx.vb,331,20236,e6f92dfc444f0af67f03d72870ad8cd02782e655
WebGestor/Servicio/Inspeccion_RegistrarVisitas.aspx,page,yes,WebGestor/Servicio/Inspeccion_RegistrarVisitas.aspx.vb,592,40559,a4d26af504203d578f38b28fd7e40757f842d790
WebGestor/Servicio/Inspeccion_Reporte_ReqAd.aspx,page,yes,WebGestor/Servicio/Inspeccion_Reporte_ReqAd.aspx.vb,570,36679,927e9023f3b7bd066839fa28984108c7ab92341f
WebGestor/Servicio/Inspeccion_Resumen.aspx,page,yes,WebGestor/Servicio/Inspeccion_Resumen.aspx.vb,330,20254,2422dec67540c352f17eb9c04e37e5b7169fe59c
WebGestor/ServicioIntegral/SIntegral_Registrar_Servicio.aspx,page,yes,WebGestor/ServicioIntegral/SIntegral_Registrar_Servicio.aspx.vb,371,29065,31f2808f2f6387048a97c32ec447d255de7e6949
WebGestor/ServicioIntegral/SIntegral_Servicio.aspx,page,yes,WebGestor/ServicioIntegral/SIntegral_Servicio.aspx.vb,112,17575,b44addba4587a8f2002b05ae501a71a3dec7539c
